Spec,Macro_K,N,Tone_Var,Coef,Beta,p-val,R2,AdjR2,Delta_AdjR2,VIF
Neutral_Only,1,227,neu_mean_jittered,-0.10127527617009263,-0.055679256994439125,0.4275545325629966,0.0032516931543782324,-0.005647845299600496,-0.0014295046422512225,1.024314438742296
Neutral_Only,2,227,neu_mean_jittered,-0.09860931315809254,-0.05421356027855436,0.44528925398588737,0.008225369217514489,-0.005116890389424755,-0.0015933864150956545,1.024746366120695
Neutral_Only,3,227,neu_mean_jittered,-0.08627707702066024,-0.04743352697547145,0.5009757580534586,0.05628722960416599,0.03928339590334007,-0.002085077608578789,1.0257028178939118
Neutral_Only,4,227,neu_mean_jittered,-0.0857626005557738,-0.04715067741544711,0.5071482043825499,0.056293201595854714,0.03494236905277459,-0.002169024213995896,1.0390993324534972
Neutral_Only,5,227,neu_mean_jittered,-0.13975635435996941,-0.07683543570837015,0.28079558344157685,0.07196300658103949,0.04665290676052236,0.0011980033434384474,1.09533391072313
Neutral_Only,6,227,neu_mean_jittered,-0.13591212940727862,-0.07472195256441133,0.2876532643532245,0.0791296608329567,0.04969544907875889,0.0009138900488941948,1.095957187756287
Neutral_Only,7,227,neu_mean_jittered,-0.12459954602096632,-0.06850250531669837,0.3318887072783888,0.0924867106407381,0.05918347066425145,0.00011097856669994854,1.0988531509086104
