index,Title,Date,Location,Occasion,Speaker,Role,Text,last_name,year,Len,Link,sentiment_afinn_norm,sentiment_syuzhet_norm,sentiment_bing_norm,sentiment_nrc_norm,afinn_matched_words,syuzhet_matched_words,bing_matched_words,nrc_matched_words,afinn_coverage_ratio,syuzhet_coverage_ratio,bing_coverage_ratio,nrc_coverage_ratio
0,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,2020-03-03,"Dusit Thani Manila, Makati City",The Manila Times 11th Business Forum,Benjamin E. Diokno,Governor,"The Manila Times President and CEO, Mr. Dante Ang II, my co-speakers and colleagues in the government service; distinguished speakers from the business community as well as The World Bank; ladies and gentlemen, good morning. It is a pleasure to be joining today's Business Forum to share the BSP's views on the macroeconomic developments and prospects for the Philippine economy at a time when the domestic economy is seeing both low inflation and robust economic growth. In line with the conference theme and given that the other economic team members are here - allow me to share my insights on the economy's outlook for the year from the perspective of a central banker. High and volatile inflation is undesirable because it leads to slower real economic growth and lower social welfare for most Filipinos, especially the poor. Until recently, the Philippines is characterized as high inflation and low growth. In 2002, onward this trend was reversed. This development happened when BSP adopted the inflation targeting framework. In recent years, we are seeing the generally sustained positive alignment of strong growth and low inflation which is what is needed to ensure that the economy can continue growing without having to worry about overheating. The BSP, being the country's central monetary policy authority with the core mandate of promoting price stability, is committed to ensure that this non-inflation growth is sustained. Manageable inflation along with expectations of within-target inflation over the policy horizon is expected to boost consumption demand, which has been consistently one of the key growth drivers of the domestic economy. In 2019, headline inflation eased significantly, averaging 2.5 percent, lower than the 5.2 percent inflation in 2018. The deceleration was largely driven by slower price increases of rice and other selected food and energy items. Food inflation dropped to 1.8 percent year-on-year in 2019 from 6.6 percent in 2018 due to improving supply conditions. Rice prices declined in 2019 largely due to the Rice Tariffication Law and the continued arrival of rice imports. At the same time, inflation rates for meat, fish, oils, and fats, vegetables, as well as sweeteners posted slower price increases during the year. Likewise, non-food inflation also fell in 2019 due largely to easing energy prices. The pursuit of prudent and well-calibrated monetary policy by the BSP continues to support favorable inflation dynamics in the country. In 2019, as a pre-emptive move against the risks associated with lingering sluggish global growth, the Monetary Board (MB) decided to reduce the policy rate by 25 bps in May, August, and September 2019, respectively. And in its most recent monetary policy stance meeting on 6 February 2020, the MB cut the policy rate by another 25bps. The Board was of the view that a tame inflation environment, there is a room for a further preemptive reduction in the policy rate to support market confidence. The MB noted the possible adverse impact of the spread of the 2019 novel coronavirus on global market sentiment as well as on domestic economic activity in the coming months. Latest baseline forecasts indicate a target-consistent path of inflation for 2020 and 2021, with average inflation remaining within the target range of 3.0 percent ± 1.0 percentage point. The balance of risks to the inflation outlook continue to tilt slightly toward the downside in 2020 and in 2021. Forecasts by other institutions generally convey similar expectations. Capital Economics forecasts 2.8 percent inflation for 2020; Oxford Economics, 2.9 percent; Asian Development Bank, 3.0 percent; and IMF, 2.6 percent. We have also seen continued improvement in the growth of both domestic liquidity and credit activities in line with the needs of the economy. Latest data show that domestic liquidity (M3) expanded by 11.4 percent year-on-year to about ₱13.0 trillion in December 2019, faster than the 9.8-percent growth in November. Demand for credit remained the principal driver of money supply growth. On the other hand, preliminary data show that outstanding loans of universal and commercial banks, net of reverse repurchase (RRP) placements with the BSP, grew by 10.9 percent in December, faster than the 10.1-percent expansion in the previous month. Loans for production activities--which comprised 87.4 percent of banks' aggregate loan portfolio, net of RRPs--expanded at a rate of 9.1 percent in December, higher than the reported growth in November at 8.1 percent. These loans continued to be driven by lending to key sectors such as real estate activities; financial and insurance activities; electricity, gas, steam and air conditioning supply; construction; and information and communication. Loans for household consumption increased due to faster growth in credit card and salary-based consumption loans during the month. The series of reduction in both policy rates and reserve requirement ratios of banks since last year are anticipated to support both credit conditions and overall economic activity moving forward. Meanwhile, Philippine banks remain robust, well-capitalized, and sound. The banks' capital adequacy ratios, both on a solo and consolidated bases, continue to be well above the standards set by the Bank for International Settlements (BIS) of 8 percent, as well as the BSP""s standard of 10 percent. The quality of lending continues to improve. The gross non-performing loans (GNPL) and non-performing assets (NPA) ratios of Philippine universal and commercial banks (UKBs) have been falling since the early 2000s. The sustained health and soundness of the country's financial sector have been supported by the continuing financial reform agenda of the BSP in the areas of banking supervision, financial inclusion, cybersecurity and technology risk management, anti-money laundering, counter-terrorist financing, and capital market development. The country's external payments position also continues to provide buffers particularly amid the recently recorded surpluses in the balance of payments position along with a lower current account deficit for the first three quarters of 2019. We expect this trend to continue on the back of the continued bright prospects of the domestic economy, implementation of major infrastructure projects, and improved global perception of the Philippines as an investment destination. While the current account is expected to post a deficit over the medium term, it remains manageable and financeable. The domestic economy continues to have a steady and stable structural sources of foreign exchange inflows that are more than enough to finance the country's foreign exchange requirements without resorting to excessive foreign borrowing. The stable structural foreign exchange inflows from overseas Filipino (OF) remittances, tourism and IT-BPO receipts continue to buoy the external sector. Foreign direct investments or (FDI) for the first eleven months of 2019 reached US$6.4 billion, inching closer to the full-year projection of US$6.8 billion. We expect FDI to continue to slowdown due to mounting uncertainties in the global environment which continue to dampen investor sentiment, both externally and domestically. FX inflows from OF remittances as well as BPO earnings continue to contribute significantly to the country's GIR. Cash remittances reached US$30.1 billion in 2019 while BPO revenues were recorded at US$16.4 billion for the first three quarters of 2019. Preliminary data as of end-January 2020 shows that the country's gross international reserves (GIR) stood at US$86.4 billion, which provides an ample external liquidity buffer that is equivalent to 7.6 months' worth of imports of goods and services and payment of primary income. This is way above the traditional 3 month-import cover. We will continue to monitor recent developments that could pose as risks to these inflows (tourism, remittances, exports), such as the lingering weak external demand, the impact of Corona virus outbreak in China and the continued uncertainty surrounding the trade deal between the US and China, among others. The sustained build-up of the country's foreign exchange reserves continues to lend strong support for the stability of the Philippine peso. The current movement of the peso reflects a confluence of factors from both the external and domestic environment. We continue to adopt a market-determined exchange rate which allows the value of the Philippine peso to move along with the demand for and supply of foreign exchange in the economy. Nevertheless, the we are ready to act to prevent excessive peso volatility and overshooting due to speculative activities. Fitch Ratings recent revision of the Philippine's outlook from stable to positive, R&I's upgrade of the Philippines' credit rating from ""BBB"" to ""BBB+"", the BSP's decision to cut policy rates by 25 bps as well as reports of an all-time high remittances and tourism in the Philippines in 2019 provided a calm ground for country's financial markets.. The equities market continues to perform strongly in the second month of 2020 as the PSEi continued to trade above the 7,100 benchmark, hitting a peak of 7,507.20 index pts. on 11 February before closing at 7,413.0 pts on 20 February 2020. Meanwhile, the bond market, as of 19 February 2020, the Emerging Market Bond Index Global (EMBIG) Philippines spread, stood narrower at 68 bps from the end-January level of 83 bps. Similarly, the country's 5-year sovereign credit default swap (CDS) spread decreased to 34 bps from the end-January level of 42 bps. Against other neighboring economies, the Philippine CDS traded the same with Malaysia's 34-bps spread, and narrower than Indonesia's 58-bps spread, but wider than Thailand's and Korea's 26-bps and 22-bps, respectively. Overall, these numbers demonstrate investors' confidence in the country's creditworthiness. Portfolio flows to emerging markets (EMs) continued their recovery, supported by monetary easing by major central banks and a US-China phase one trade deal.1 However, BSP-registered foreign portfolio investments continued to yield net outflows due to: continuing geopolitical tensions between the US and Iran; (ii) ongoing trade negotiations between the US and China; (iii) renegotiation of the contracts of the country's water concessionaires; and (iv) investor concerns on the spread of the novel coronavirus originating from Wuhan, China. The favorable external debt profile of the country serves as cushions against external shocks. The country's external debt metrics exhibited a significant improvement as the country's external debt-to-GDP ratio settled at 23.7 percent as of end-September 2019 compared to about 60.0 percent in the mid-2000s. Given that the bulk of the country's external debt remains in medium and long-term maturity profile and are fixed interest rate bearing, debt repayment schedule is more manageable and financially viable. Ladies and gentlemen, the best is yet to come for the Philippine economy. Prospects for the economy in the near and medium-term continue to be bright. Robust monetary, financial and external sectors are expected to continue to lend support to the country's growth despite external threats and domestic challenges. External risks to the country's growth and inflation outlook in 2020 and over the medium-term include: the threat of a synchronized global economic slowdown; retreat to multilateralism; rising geopolitical tensions, notably between the US and Iran; adoption of protectionist policies in major economies (still high trade barriers between US and China, Brexit, etc.); and the recent coronavirus outbreak which has been declared as ""global health emergency"" by the World Health Organization (WHO). In the domestic front, the failure to enhance disaster resilience amid increased intensity and frequency of natural hazards and the failure deliver the planned Build. Build. Build projects are among the key challenges that are on our radar screen. In the greater scheme of things, where does the BSP enter in the picture? What are the BSP's policy thrusts to contribute in the collective goal of ensuring that the Philippine economy stays on track - sustaining the growth and inflation dynamics - in 2020 and beyond? The answer is simple. The BSP will continue to pursue necessary policy measures and structural reforms to ensure that it will be able to deliver on its mandates. That is, to promote and maintain price stability, a strong financial system, and a safe and efficient payments and settlements system conducive to a sustainable and inclusive growth of the economy. And with the passage of Republic Act No. 11211, or the 'New Central Bank Act' last year, you can be assured that we will remain steadfast to its expanded mandates. We will ensure the implementation the reforms provided in the Act to improve BSP's corporate viability and to align its operations with global best practices in central banking. For instance, the restoration of the central bank's authority to issue its own debt papers too, has provided the BSP an additional policy instrument at its disposal. The BSP is already in the final stage of crafting the policy framework for its debt securities issuances which is scheduled to begin in the third quarter of the year. In addition, the restoration of the BSP's authority to obtain data from any private person or entity, from the public and private sectors, for policymaking purposes establishes a stronger prudential regulatory framework which helps promote a safe and sound financial system The amendment likewise empowers further the BSP to oversee the country's payment and settlement systems (PSS) including critical financial market infrastructures that are vital components of the Payments and Settlement Systems. Looking ahead, the BSP will continue to pursue the achievement of its mandates and objectives particularly in the advent of the ""fourth industrial revolution"". Our goal is to continue to leverage on emerging digital innovations -use of blockchain technology, fintech, mobile payments, and digital currencies, among others- to promote a more efficient and inclusive financial system. We want to foster an enabling ecosystem, bound by parameters set by BSP as a financial regulator, where responsible innovations are encouraged to thrive and expand. In doing so, we also engage other central banks who are keen on pursuing similar policies. Recently, on February 3, 2020, the BSP signed a Memorandum of Understanding (MoU) with the Bank of Indonesia on cooperation in the area of payment systems and digital financial innovation. The MOU aims to provide a framework for closer cooperation between the two central banks to achieve a more secure, efficient, and reliable payment system, and to promote digital financial innovation. The BSP believes that promoting safe, innovative and affordable financial products and services through digitalization promotes greater financial inclusion. In turn, this will enhance economic growth as millions of Filipinos will now have access to various online financial products and services. In closing, let me leave you with some key take-aways. The Philippine economy in 2020 is expected to sustain its strong growth - stable inflation dynamics that it has been posting in recent decade. The domestic economy has sufficient buffers from possible external shocks that may arise from recent global uncertainties. Robust monetary, financial, and external sectors are expected to continue to support economic growth in 2020 and over the medium term. The BSP is committed to promote and maintain price stability, a stable financial system, and a safe and efficient payments and settlements system conducive to a strong sustainable and inclusive growth of the economy.",Diokno,2020,2442,https://www.bsp.gov.ph/SitePages/MediaAndResearch/SpeechesDisp.aspx?ItemId=684,0.45695364238410596,0.44616788321167866,0.4117647058823529,0.42105263157894735,178,416,153,271,0.07298072980729807,0.17056170561705616,0.06273062730627306,0.1111111111111111
1,Finding Opportunities in a Borderless World,2020-02-28,"El Nido, Palawan",13th Annual FMAP Convention,Benjamin E. Diokno,Governor,"To the officers and members of the Fund Management Association of the Philippines (FMAP) led by President Noel Reyes and Convention Committee Chairperson Cristina Arceo, congratulations on your 13th annual convention. I am grateful to FMAP for inviting me to this event. This gives me an opportunity to address a group whose general mission is not too far from what we at BSP pursue--to help uplift the people's economic well-being through the professional and ethical practice of fund management. This year's theme, ""Anticipating Investor's Needs in the New Decade Under a Borderless World"" speaks of FMAP's pursuit of advancing the field of fund management in this era of interconnectedness, while keeping investors' needs and safety of paramount importance. Today, I will provide you some recent economic and financial market developments as well as the BSP's corresponding initiatives in promoting monetary and financial stability and an efficient payment system. We hope that the FMAP, as an esteemed organization of fund managers, can take advantage of the opportunities these developments offer as we all progress towards what you call a ""borderless world."" As we embark on a new decade, let's look at where we are now. Resilient economy Amid global uncertainties, the Philippine economy remains strong and in fact has been experiencing uninterrupted positive growth for more than two decades. Gross Domestic Product (GDP) posted a year-on-year growth of 6.4 percent in Q4 2019, resulting in the 5.9 percent full-year growth for 2019. The fourth quarter growth is primarily driven by the catch-up spending of the government and robust household consumption. On the production side, GDP growth was supported by a resilient services sector. This underscores the Philippines' place as one of the most resilient and fastest growing economies in the region. Positive forecasts for the domestic economy continue to remain firm over the medium term. Private consumption is expected to remain buoyant. Private capital formation is likewise expected to be robust while public construction will remain solid as the government's BBB program accelerates. At the same time, we are closely monitoring the potential impact of a slowdown in global economic growth due to trade uncertainties, rising geopolitical tensions, the worsening climate-related disasters such as bushfires, typhoons, and flooding across the world and the fast spreading coronavirus on domestic economic activity. Effective monetary policy In 2019, inflation averaged 2.5%, a sharp drop from 5.2% average in 2018. The latest baseline forecasts indicate a broadly steady path of inflation for 2020 and 2021, with average inflation remaining within the target range of 3.0 percent ± 1 percentage point. Inflation expectations also continue to be firmly anchored within the target over the policy horizon. Thus, a few weeks ago, the Monetary Board decided to cut the policy rate by another 25 basis points. This is a preemptive reduction in the policy rate to support market confidence and to defend against the potential spillovers associated with the mentioned external factors. Strong external position We have hefty Gross international Reserves (GIR), US$86.9 billion as of end-January 2020. This GIR level represents an ample liquidity buffer equivalent to 7.6 months' worth of imports of goods and payments of services and primary income. It is also equivalent to 5.4 times the country's short-term external debt based on original maturity. Alongside the growing economy, the banking sector exhibits continued expansion and resilience. The Philippine banking system has grown steadily during the past 18 quarters, expanding its assets to P18.3 trillion as of end-December 2019. Bank deposits were able to sustain growth and spur expansion in loans and investments. Bank deposits registered a 7.1 percent growth in end-December 2019 to P13.7 trillion. Borrowings and bond issuances reached P1.5 trillion and served to complement funds generated from deposits. Despite the rapid expansion of credit, loan quality has remained satisfactory with non-performing loans at only 2.0 percent of the banking system's total portfolio. The banking system also maintains an acceptable level of liquidity that can be readily utilized during periods of stress. Liquidity of universal and commercial banks (UKBs) and subsidiary banks and quasi-banks remained ample as the liquidity coverage ratio as of end-September 2019 stood at 171.2 percent on a solo basis and 169.0 percent on a consolidated basis. Banks likewise remain well-capitalized as the capital adequacy ratio (CAR) of universal and commercial banks is well-above the 10 percent minimum thresholds set by the BSP and 8% set by the BIS. As of end-September 2019, the CAR of the UKBs slightly improved to 15.6 percent and 15.9 percent, on solo and consolidated bases, respectively. Growth of debt and equity markets While the Philippine economy remains bank-centric at present, the growth path of the Philippine debt and equity markets is promising. Improvement has certainly been noted, as measured by the level of financial assets to GDP. Over the last two years, the equity and debt markets have been growing. Over the past years, the Philippines has been one of the fastest growing local currency bond markets in emerging Asia. Outstanding debt securities stood at P6.6 trillion as of 2019, which is 9.0 percent higher than 2018 data. While government issuances continue to represent the bulk of outstanding debt securities, corporate bond issuances have grown significantly, constantly rising by 14.5 percent from 2018 to 2019. Economic outlook The country's strong growth potential can also be seen in the favorable outlook of various institutions, such as the International Monetary Fund (IMF), the World Bank (WB) and the Asian Development Bank (ADB) as published in their latest surveillance reports. These third-party assessments are broadly in line with official's GDP growth target range of 6.5 percent to 7.5 percent for 2020. Meanwhile, Goldman Sachs Emerging Market Outlook 2020 expects the Philippine economy to grow by 5.8 percent and 6.5 percent in 2019 and 2020, respectively. These are higher than the GDP growth forecasts for our neighboring countries. The ""Road to A"" Agenda If we do the ""right"" things, in two years, we envision the country to obtain single ""A"" ratings which we expect to spur greater investments and faster economic growth. Recently, Japan-based R&I assigned to the Philippines a ""BBB+"" rating, which is a notch away from the ""A"" level goal. Also, the recent adjustment in the outlook of Fitch Ratings from investment grade ""stable"" to investment grade ""positive"" is an encouraging development. Going Beyond Borders Meanwhile, the economic and financial landscape also continue to rapidly evolve. And if I may refer to your theme again, the changes in the financial landscape are breaking down borders of different types. They offer a breadth of opportunities that are too enormous to not be seen and felt and may, in fact, make us less relevant if we do not adapt. I will focus on two of them tonight. Regional integration First are the developments within ASEAN. In the region, we continue to pursue cooperative efforts. The ASEAN integration framework that is geared toward creating an ASEAN Economic Community means that for financial markets, particularly for foreign exchange and securities, transactions are expected to be more fluid. Hence, capital markets, banking services, and payments and settlement systems are expected to be harmonized by a common set of convention or standards. In a sense, this is breaking down geographic borders. Technological advancements Second are the developments in technology and infrastructure. As you well know, technological innovation is the new frontier and can shape the future of finance and investment. The advent of Fintech is affecting the way financial institutions do business. It is reshaping the way investment products are being distributed, how clients interface with the institutions, and how investment advice is dispensed. The use of technology is considered as a lynchpin in delivering financial services with convenience especially to the unbanked and the underbanked. In this way, we have been able to break through barriers associated with traditional modes of transacting. The next few slides will cover what the BSP has done and what it plans to do to make sure that the gains are sustained and built upon in the future. The ASEAN integration framework - banking and collective investments schemes The BSP demonstrated its commitment and support of financial integration through the passage of the amendment to Republic Act 7721 on the entry of foreign banks in the Philippines in 2013. Since then, we have had a major player in the ASEAN region establish a branch in the country. We have likewise continued to upgrade our banking, supervisory and regulatory framework with a view toward adopting international standards and best practices. We continue to evolve as a financial supervisor and will be embarking on a major change in the framework this year through the adoption of the Supervisory Assessment Framework or ""SAFr"" (pronounced ""safer""), which enhances our existing ratings framework for BSP-supervised institutions. Perhaps one initiative that would be very relevant to the FMAP is the ASEAN Collective Investment Schemes (CIS) framework. This envisions the cross-border offering of CIS that will be beneficial to both investors and market players. For investors, the ASEAN CIS will expand investment options and create opportunities for diversification. For market players, the Framework will provide an avenue to grow the business and provide the impetus to improve processes that will be at par with global standards. There are still challenges that we must hurdle in order to harness the opportunities of the ASEAN CIS. There is a proposed CIS Bill that is currently under review by Congress. The Bill is intended to level the playing field by providing a regulatory framework for all forms of collective investment schemes through the elimination of existing differences in the regulatory treatment among different forms of CIS. The BSP recognizes the value of pursuing both of these objectives. Sustainable Finance The ASEAN is likewise committed to the promotion of green, social, and sustainable finance. Through the ASEAN Capital Markets Forum, ASEAN Standards on Green Bonds, Social Bonds, and Sustainability Bonds have been issued. The recent issuances of bonds in the Philippines bearing the label of the ASEAN Green Bond Standards is a welcome development as the ASEAN strives towards greening the financial market. There is a huge demand for bonds that are either green, social, or sustainable. Thus, the Working Committee on Capital Markets Development of the ASEAN, where BSP is a member, conducts roadshows that will foster coordination of prospective issuers and investors. While the initiatives in the capital markets are led by SEC, the BSP fully supports the SEC as well as works with other government agencies following a whole-of-government approach. It subscribes to the principle that financial regulation can be a useful tool to contribute to the achievement of national and international environmental objectives. The BSP has undertaken capacity building and awareness campaigns, and is due to issue a Circular on environmental and social governance. Moreover, the BSP hopes to obtain the support of FMAP in considering this asset class in your investment portfolios. Other than direct support to sustainable finance initiatives, the BSP has also embarked on important complementary efforts that would encourage more participation in the capital markets--by issuers, investors, and intermediaries. Technology as Enabler While globalization brings countless opportunities, the immense power of technology can magnify outcomes. In fact, the BSP has supported the use of digital solutions in pushing forward financial inclusion. In this regard, the BSP has provided strong support for enabling infrastructure and standards for interconnectivity. One of the most important perhaps is the National Retail Payment System (NRPS) framework, which aims to provide direction in carrying out retail payment activities in a safe and efficient manner. The NRPS has been transformative. According to the Better than Cash Alliance study released in December 2019, the estimated total monthly volume of digital transactions grew by more than 20 times from 2013 to the end of 2018, with the increase driven by payments made by individuals. The BSP is encouraged by these numbers and expects the percentage of payments transactions done digitally to reach 50 percent by 2023. You may also already know that the BSP has fully supported the passage of RA No. 11055, which established the foundation for the development of the Philippine Identification System or PhilSys. The adoption of verifiable and unique digital identities could pave the way for a broader participation in the financial system, as it will be easier to open accounts and apply for financial services. The BSP is mindful that the openness in the financial services industry and the ease of access to products will not by itself lead to inclusiveness. The risks to the customers and investors and service providers alike are higher if products and modes of delivery are not well understood. Forging trust in the financial services industry is necessary and these can be achieved by promoting financial literacy and consumer protection. This is why the Bangko Sentral advocates these complementary initiatives. Educating Investors For two years now, the BSP has been organizing financial education expos. In the November 2019 expo themes included responsible financial planning, becoming good financial role models, stock market investing, and mainstreaming financial education in school curriculums. The BSP has consciously targeted the younger population in order to inculcate early on, the value of saving and knowledge on money and finance. We have partnered with the Department of Education more than once and has supported private sector programs geared at developing tools for the delivery of important messages. As our economy continues to grow and such growth translates into higher incomes for consumers, the challenge is to make sure the consumers imbibe the discipline of saving and that they are armed with the proper information so that they can eventually migrate into retail investors. Consumer Protection Now I turn to our other advocacy, which is consumer protection. While the underpinning principle is very simple--not to take undue advantage of users of financial services--it has taken on many dimensions because of developments in products and service delivery. For instance, the use of technology has added another layer of risk to transactions with customers. A client could have issues on data privacy, security, or those relating to simple downtimes in systems. The BSP has issued sets of regulations on consumer protection for its supervised institutions. More specific guidance appear in the in the sales and marketing guidelines for financial products as well as the Basic Standards in the Administration of Trust, Other Fiduciary and Investment Management Accounts. At the core of these standards is the expectation that financial institutions must know their clients and remain focused on what products and services your investors really need. I know that as members of the FMAP, you continuously hold yourselves to a high standard. You already have the Asset Management Code in place. I am also encouraged by your theme this year - anticipating investors' needs in a borderless world. This tells me that the industry is aware that in order to move forward, the customer's need must always be met. He or she must feel safe to transact by any mode and he or she must be satisfied with the product or service availed of. In this, the BSP and the FMAP's objectives are aligned. Conclusion To recap, the current state of the economy provides many opportunities. The continued growth and positive outlook on the Philippines may mean that the financial industry will need to step up to meet the demands of future savers and investors. The potential to meet financial inclusion objectives are likewise spurred by the elimination of borders through regional integration and technological developments. Meanwhile, gains can only be sustained through education and a conscious effort to protect the welfare of consumers. I am reminded of a quote from US President John F. Kennedy: ""Change is the law of life, and those who look only to the past or present are certain to miss the future."" Ladies and gentlemen, we are in the era where finance and provision of services to investors are transformed from the conventional approach into a ""borderless world."" We can only ably embrace change if we prepare ourselves well. Thank you and good evening!",Diokno,2020,2672,https://www.bsp.gov.ph/SitePages/MediaAndResearch/SpeechesDisp.aspx?ItemId=685,0.7453183520599251,0.7069899406757796,0.6805555555555556,0.6333333333333333,144,358,144,247,0.054196462175385776,0.13473842679713963,0.054196462175385776,0.0929619872036131
