Date,CPI,Wholesale Price,Industrial Production,Intl Trade Merch Exports,Intl Trade Merch Imports,FX Rate
1987-08-01,15.014642,,,9981.982422,13435.614258,20.4387142857143
1987-07-01,14.824583,,,9543.401367,10849.970703,20.45
1987-06-01,14.634524,,,9488.606445,12477.550781,20.4564047619048
1987-05-01,14.49198,,,8194.546875,10833.708008,20.4732352941176
1987-04-01,14.539495,,,9008.626953,11273.750977,20.5048
1987-03-01,14.49198,,,7823.584961,9323.769531,20.5625
1987-02-01,14.396951,,,7326.765625,9277.237305,20.5252222222222
1987-01-01,14.301921,,,8401.967773,8895.727539,20.4629285714286
1986-12-01,14.254407,,,8088.37793,8734.743164,20.5198333333333
1986-11-01,14.206892,,,8339.19043,9875.202148,20.436
1986-10-01,14.159377,,,8154.601562,9162.852539,20.4372272727273
1986-09-01,14.159377,,,8651.463867,9027.647461,20.5092380952381
1986-08-01,14.159377,,,8131.567871,8568.644531,20.43165
1986-07-01,14.159377,,,7836.111816,8704.620117,20.4542619047619
1986-06-01,14.254407,,,8644.46582,9068.832031,20.552
1986-05-01,14.349436,,,7869.832031,9417.241211,20.50025
1986-04-01,14.634524,,,8107.556641,10653.145508,20.5045454545455
1986-03-01,14.539495,,,7287.723145,7957.808105,20.781052631579
1986-02-01,14.444466,,,5788.989746,7585.143555,20.460875
1986-01-01,14.396951,,,6793.163574,9247.333008,19.0416818181818
1985-12-01,14.349436,,,6768.862305,7779.469238,18.8963157894737
1985-11-01,14.254407,,,6700.818848,6971.888184,18.736825
1985-10-01,14.254407,,,6842.901367,8824.260742,18.7039130434783
1985-09-01,14.301921,,,6908.183594,7670.584473,18.6157142857143
1985-08-01,14.301921,,,7029.637695,7967.503906,18.60475
1985-07-01,14.064348,,,6909.087891,8200.350586,18.5810227272727
1985-06-01,13.969318,,,6948.95459,7772.821289,18.4727368421053
1985-05-01,13.969318,,,6672.349609,9687.946289,18.4800476190476
1985-04-01,14.016833,,,6633.193848,8024.635742,18.484075
1985-03-01,13.921803,,,5935.89209,6103.425293,18.4778095238095
1985-02-01,13.874289,,,6972.843262,7883.730957,18.255725
1985-01-01,13.541686,,,9045.361328,8911.4375,18.9793636363636
1984-12-01,13.351627,,,7887.712891,9913.958008,19.8592611111111
1984-11-01,12.828966,,,7853.085449,10317.56543,19.959
1984-10-01,12.686421,,,7688.697266,10666.779297,19.1482173913043
1984-09-01,12.401334,,,8683.884766,8860.507812,18.002
1984-08-01,12.116245,,,8160.794434,12012.132812,18.002
1984-07-01,11.118437,,,7312.060059,8436.250977,18.002
1984-06-01,10.405717,,,6504.16748,7292.79834,17.402
1984-05-01,10.263173,,,5630.696777,6502.387207,14.002
1984-04-01,10.120628,,,6492.889648,7116.091797,14.002
1984-03-01,9.978085,,,5910.723633,6200.796387,14.002
1984-02-01,9.645482,,,4754.026367,8512.182617,14.002
1984-01-01,9.075306,,,6743.105469,8164.835938,14.002
1983-12-01,8.4101,,,5180.465332,8728.879883,14.002
1983-11-01,7.887438,,,5600.901855,10193.81543,14.002
1983-10-01,7.792409,,,3838.302246,7332.789551,13.7016
1983-09-01,7.744894,,,4389.040527,7645.49707,11.00175
1983-08-01,7.649865,,,4885.953125,6733.258301,11.0016304347826
1983-07-01,7.459806,,,4342.379883,7536.880859,11.00166
1983-06-01,7.364777,,,4230.84082,6525.436035,10.3845681818182
1983-05-01,7.317262,,,3601.426758,5794.406738,10.0315714285714
1983-04-01,7.269747,,,3969.708984,6326.028809,9.8693
1983-03-01,7.269747,,,3376.494629,5233.46875,9.60572727272727
1983-02-01,7.222233,,,3306.082275,6528.538086,9.46435
1983-01-01,7.174718,,,3980.295654,5601.062012,9.28647619047619
1982-12-01,7.222233,,,3238.301514,5574.365234,9.05938095238095
1982-11-01,7.174718,,,3250.599365,5795.853516,8.8752
1982-10-01,7.174718,,,2959.9646,5596.384277,8.76642857142857
1982-09-01,7.174718,,,3325.302002,5842.067383,8.63795454545454
1982-08-01,7.127203,,,3552.827393,5572.103516,8.52931818181818
1982-07-01,6.984659,,,3598.783447,5880.655273,8.48784090909091
1982-06-01,6.937144,,,3911.187256,5712.736816,8.45090909090909
1982-05-01,6.88963,,,3469.264648,6250.15625,8.41628571428572
1982-04-01,6.842115,,,3745.531982,5643.859863,8.37915
1982-03-01,6.842115,,,3439.790527,6169.591797,8.34052173913043
1982-02-01,6.7946,,,3074.071533,5417.016113,8.28305
1982-01-01,6.652056,,,3899.375,5343.331543,8.25425
1981-12-01,6.604542,,,3223.995117,4563.980957,8.1312
1981-11-01,6.557027,,,3365.414551,6547.441895,8.1008947368421
1981-10-01,6.509512,,,3309.347168,5013.19043,8.06413636363637
1981-09-01,6.461998,,,3522.728027,5595.953613,7.99197727272727
1981-08-01,6.461998,,,3471.878662,6658.67041,7.95161904761905
1981-07-01,6.319454,,,3917.460449,5624.871094,7.94913043478261
1981-06-01,6.224424,,,3733.962646,5128.466797,7.93494444444444
1981-05-01,6.224424,,,3337.972168,5777.817871,7.85036842105263
1981-04-01,6.176909,,,4413.745117,5766.935059,7.79041666666667
1981-03-01,6.176909,,,3792.850342,4743.999512,7.73029545454545
1981-02-01,6.129395,,,3608.585449,4685.873535,7.668025
1981-01-01,,,,3988.570068,5089.47168,7.63233333333333
1980-12-01,,,,3821.77002,4557.104004,7.59421052631579
1980-11-01,,,,3441.11377,5678.662598,7.5802
1980-10-01,,,,3562.317627,5123.57666,7.56686363636364
1980-09-01,,,,3704.768311,6157.358398,7.56219047619048
1980-08-01,,,,3275.19043,5726.231934,7.55623809523809
1980-07-01,,,,3368.115479,5015.743652,7.54320454545455
1980-06-01,,,,3962.872314,5192.259277,7.5208947368421
1980-05-01,,,,3365.184814,4422.364258,7.50945
1980-04-01,,,,3668.771973,4834.899414,7.443425
1980-03-01,,,,3274.15918,4528.092285,7.42585714285714
1980-02-01,,,,2735.636475,4598.568359,7.41785714285714
1980-01-01,,,,3070.310059,3883.50293,7.41665789473684
1979-12-01,,,,2871.64624,3694.356934,7.411075
1979-11-01,,,,3020.925537,4505.823242,7.37176315789474
1979-10-01,,,,3131.908203,4559.800781,7.37089130434783
1979-09-01,,,,2867.676514,4146.90918,7.37215789473684
1979-08-01,,,,2869.858643,4517.094238,7.37169565217391
1979-07-01,,,,2917.850342,4363.960449,7.37061904761905
1979-06-01,,,,2887.779297,4357.942383,7.373925
1979-05-01,,,,2604.005615,3364.128906,7.37831818181818
1979-04-01,,,,2687.208496,3866.698486,7.37963888888889
1979-03-01,,,,2312.003662,3185.565918,7.37768181818182
1979-02-01,,,,1977.805786,3646.39917,7.376725
1979-01-01,,,,2350.728271,3203.469238,7.37620454545455
1978-12-01,,,,2250.178711,3585.473877,7.3712
1978-11-01,,,,2115.090088,3536.065186,7.365025
1978-10-01,,,,2298.306152,3001.404297,7.359
1978-09-01,,,,2296.802002,3681.684814,7.36134210526316
1978-08-01,,,,2253.735596,3072.634033,7.36167391304348
1978-07-01,,,,1947.159546,3104.256348,7.36092105263158
1978-06-01,,,,2185.437744,3260.650146,7.3632380952381
1978-05-01,,,,1970.673096,2817.395996,7.36352272727273
1978-04-01,,,,2047.734497,3078.602051,7.36676470588235
1978-03-01,,,,1690.122681,2413.18042,7.3735
1978-02-01,,,,1605.695068,3072.419434,7.371475
1978-01-01,,,,2080.004639,2602.506104,7.37145238095238
1977-12-01,,,,2070.437744,2571.544922,7.37913157894737
1977-11-01,,,,2046.464355,2702.610596,7.38688888888889
1977-10-01,,,,1764.99292,2689.993896,7.389175
1977-09-01,,,,2038.251831,2825.351318,7.39338095238095
1977-08-01,,,,1966.964111,2670.948975,7.39404347826087
1977-07-01,,,,1993.46167,2706.634766,7.39615
1977-06-01,,,,2307.999756,2901.264404,7.3981
1977-05-01,,,,1835.761719,2388.293701,7.40495238095238
1977-04-01,,,,1998.366333,2644.490967,7.41097368421052
1977-03-01,,,,1612.967773,2229.954346,7.42626086956521
1977-02-01,,,,1439.007202,2681.010742,7.427175
1977-01-01,,,,1664.056763,2372.085693,7.42790476190476
1976-12-01,,,,1680.958374,2730.929688,7.4282380952381
1976-11-01,,,,1479.028198,2407.050537,7.428225
1976-10-01,,,,1821.218384,2415.29126,7.428375
1976-09-01,,,,1690.845703,2292.789795,7.42902380952381
1976-08-01,,,,1651.354248,2465.53125,7.42972727272727
1976-07-01,,,,1718.035278,2564.052246,7.42980952380953
1976-06-01,,,,1631.0354,1937.040405,7.43092857142857
1976-05-01,,,,1936.570679,2446.507812,7.43038888888889
1976-04-01,,,,1376.637939,2689.207275,7.43536842105263
1976-03-01,,,,1199.479248,2248.892822,7.45834782608695
1976-02-01,,,,1163.740845,2772.15625,7.469325
1976-01-01,,,,1363.046753,2258.075684,7.48566666666666
1975-12-01,,,,1246.623535,2371.284668,7.49922222222222
1975-11-01,,,,1426.750977,2621.223145,7.497575
1975-10-01,,,,1188.763916,2305.544678,7.50006818181818
1975-09-01,,,,1691.174927,2250.568359,7.50916666666667
1975-08-01,,,,1179.375977,2256.188232,7.50180952380952
1975-07-01,,,,1136.00354,2119.002686,7.27190909090909
1975-06-01,,,,1502.354248,2226.491455,7.015
1975-05-01,,,,1588.619385,2523.987305,7.017775
1975-04-01,,,,1650.785889,2050.495361,7.01771428571428
1975-03-01,,,,1367.331909,1782.342163,7.02615789473684
1975-02-01,,,,1233.80542,2395.622559,7.05223529411765
1975-01-01,,,,1760.99231,1607.736816,7.06620454545455
1974-12-01,,,,1585.37085,2205.736572,7.06272380952381
1974-11-01,,,,1739.957275,2109.095703,7.0665
1974-10-01,,,,1413.790161,1927.717163,6.77241304347826
1974-09-01,,,,1390.463989,2310.77124,6.74730952380952
1974-08-01,,,,1450.051758,2538.087646,6.74288636363636
1974-07-01,,,,1535.988647,1897.694946,6.73463636363636
1974-06-01,,,,1850.041382,2175.222168,6.71572222222222
1974-05-01,,,,1682.875732,2044.057373,6.71760869565218
1974-04-01,,,,1414.742432,1678.695435,6.72181818181818
1974-03-01,,,,1469.297607,1539.36377,6.72342857142857
1974-02-01,,,,1164.793945,1453.738037,6.7189
1974-01-01,,,,938.453552,1254.606934,6.73104545454545
1973-12-01,,,,1061.273071,1201.315918,6.73530555555556
1973-11-01,,,,1192.897827,1190.903076,6.73823809523809
1973-10-01,,,,911.099487,1162.128906,6.73969565217391
1973-09-01,,,,1128.837402,1225.992676,6.73926315789473
1973-08-01,,,,1215.03479,1032.02832,6.74680434782609
1973-07-01,,,,1488.157837,1128.124023,6.75834090909091
1973-06-01,,,,1081.407104,921.343506,6.759225
1973-05-01,,,,1141.286499,854.218689,6.76329545454545
1973-04-01,,,,1097.525269,827.393616,6.76627777777778
1973-03-01,,,,848.385864,716.325562,6.77195454545454
1973-02-01,,,,635.955627,645.955444,6.77626
1973-01-01,,,,647.056824,1101.098022,6.78145454545454
1972-12-01,,,,701.039673,868.048828,6.78045
1972-11-01,,,,640.801819,695.78717,6.78065
1972-10-01,,,,628.040527,847.051453,6.78129545454545
1972-09-01,,,,602.874634,856.825317,6.77954761904762
1972-08-01,,,,698.873901,707.873169,6.77945652173913
1972-07-01,,,,584.117432,663.133179,6.7778
1972-06-01,,,,630.432007,850.581421,6.77188095238095
1972-05-01,,,,566.131836,701.53302,6.76747727272727
1972-04-01,,,,548.000549,687.001221,6.574975
1972-03-01,,,,640.000549,786.003784,6.435
1972-02-01,,,,453.00058,696.003784,6.435
1972-01-01,,,,533.000549,744.999878,6.435
1971-12-01,,,,519.153748,767.22644,6.435
1971-11-01,,,,525.823181,746.750122,6.43315789473684
1971-10-01,,,,575.463501,741.599792,6.43240476190476
1971-09-01,,,,744.109192,747.113953,6.41059090909091
1971-08-01,,,,702.001221,781.003784,6.42454545454545
1971-07-01,,,,559.000549,651.003784,6.435
1971-06-01,,,,692.998596,666.003784,6.435
1971-05-01,,,,617.000549,744.002502,6.435
1971-04-01,,,,578.000549,694.002502,6.435
1971-03-01,,,,504.00058,644.999939,6.435
1971-02-01,,,,515.000549,596.000549,6.435
1971-01-01,,,,626.000549,699.002502,6.435
1970-12-01,,,,484.00058,547.000549,6.435
1970-11-01,,,,667.998657,600.000549,6.435
1970-10-01,,,,515.734619,625.61261,6.435
1970-09-01,,,,621.29718,824.736572,6.3704
1970-08-01,,,,577.381104,717.746155,6.2695
1970-07-01,,,,627.859863,693.634033,6.2303
1970-06-01,,,,593.985718,655.116089,6.1924
1970-05-01,,,,369.596619,591.155457,6.1213
1970-04-01,,,,424.881287,472.406982,6.1628
1970-03-01,,,,350.44397,455.195923,6.0962
1970-02-01,,,,283.882202,367.733307,5.6282
1970-01-01,,,,234.379623,416.225647,3.9195
1969-12-01,,,,293.984741,362.68222,3.9195
1969-11-01,,,,269.083313,428.314941,3.9195
1969-10-01,,,,323.469177,413.152924,3.9195
1969-09-01,,,,238.822891,408.114655,3.9195
1969-08-01,,,,307.345947,448.424652,3.9195
1969-07-01,,,,284.169189,395.015961,3.9195
1969-06-01,,,,325.484467,467.567688,3.9195
1969-05-01,,,,275.099915,412.146851,3.9191
1969-04-01,,,,298.276703,383.930634,3.9187
1969-03-01,,,,269.053619,388.969269,3.9185
1969-02-01,,,,239.830536,448.424652,3.9188
1969-01-01,,,,236.807587,401.060303,3.9186
1968-12-01,,,,273.084625,406.098572,3.9184
1968-11-01,,,,318.430511,448.424652,3.9174
1968-10-01,,,,289.207428,427.261627,3.9129
1968-09-01,,,,232.776978,501.829407,3.914
1968-08-01,,,,273.084625,465.555511,3.9144
1968-07-01,,,,308.353607,399.04422,3.9139
1968-06-01,,,,302.307709,422.223358,3.9145
1968-05-01,,,,339.592377,403.076416,3.9118
1968-04-01,,,,268.045959,388.969269,3.9166
1968-03-01,,,,282.15387,399.04422,3.9187
1968-02-01,,,,246.884491,407.108582,3.9189
1968-01-01,,,,323.469177,399.04422,3.9189
1967-12-01,,,,309.361267,346.645935,3.919
1967-11-01,,,,268.045959,402.070312,3.9184
1967-10-01,,,,232.776978,419.201202,3.9183
1967-09-01,,,,273.084625,424.239441,3.9186
1967-08-01,,,,246.286255,393.051239,3.918
1967-07-01,,,,269.374237,406.072906,3.917
1967-06-01,,,,278.42041,460.349243,3.9151
1967-05-01,,,,274.400055,354.810272,3.9103
1967-04-01,,,,257.312775,349.784821,3.9123
1967-03-01,,,,252.287338,327.671692,3.913
1967-02-01,,,,233.05426,345.080139,3.9129
1967-01-01,,,,216.000107,367.000427,3.9095
1966-12-01,,,,254.000168,321.000275,3.902
1966-11-01,,,,253.000214,332.000244,3.9012
1966-10-01,,,,257.368622,356.12674,3.9004
1966-09-01,,,,272.300385,314.192627,3.8951
1966-08-01,,,,332.146545,300.228668,3.8871
1966-07-01,,,,288.671692,281.655273,3.8872
1966-06-01,,,,285.731201,296.759399,3.8909
1966-05-01,,,,255.271561,289.441986,3.8913
1966-04-01,,,,283.446259,287.466614,3.8913
1966-03-01,,,,266.358978,290.482269,3.895
1966-02-01,,,,259.696289,306.822296,3.8987
1966-01-01,,,,308.790466,313.803101,3.9053
1965-12-01,,,,233.999863,303.999939,3.9088
1965-11-01,,,,216.000137,255.000122,3.9052
1965-10-01,,,,235.999832,307.999878,3.8999
1965-09-01,,,,194.999878,324.999817,3.8999
1965-08-01,,,,268.999908,298.000031,3.8999
1965-07-01,,,,275.999969,372.000061,3.8992
1965-06-01,,,,200.0,333.000061,3.8999
1965-05-01,,,,188.000183,288.999969,3.8993
1965-04-01,,,,207.999878,220.000076,3.8999
1965-03-01,,,,209.999847,240.000153,3.8998
1965-02-01,,,,188.000183,235.999832,3.8999
1965-01-01,,,,188.000183,335.000031,3.9
1964-12-01,,,,185.000046,277.999939,3.8998
1964-11-01,,,,214.999954,290.999939,3.9
1964-10-01,,,,272.999847,253.999939,3.8999
1964-09-01,,,,220.000076,259.999847,3.8999
1964-08-01,,,,257.000092,300.0,3.8998
1964-07-01,,,,220.000076,270.999878,3.8993
1964-06-01,,,,200.0,268.000122,3.8999
1964-05-01,,,,238.000183,294.000092,3.9
1964-04-01,,,,192.000122,279.000122,3.9
1964-03-01,,,,212.999985,268.000122,3.8999
1964-02-01,,,,203.000153,298.999817,3.9
1964-01-01,,,,192.000122,244.000092,3.9
1963-12-01,,,,237.000015,246.000061,3.9
1963-11-01,,,,240.999939,288.999969,3.9
1963-10-01,,,,205.999908,244.000092,3.8999
1963-09-01,,,,235.000046,235.000046,3.8999
1963-08-01,,,,222.999832,209.000061,3.899
1963-07-01,,,,211.000031,288.999969,3.8996
1963-06-01,,,,227.999954,203.000153,3.8997
1963-05-01,,,,196.000061,211.999817,3.8997
1963-04-01,,,,205.999908,179.999924,3.8996
1963-03-01,,,,188.000183,144.999878,3.9
1963-02-01,,,,189.220551,191.222672,3.8999
1963-01-01,,,,180.791367,245.716324,3.8999
1962-12-01,,,,148.999817,170.999863,3.9003
1962-11-01,,,,195.542725,160.6241,3.9031
1962-10-01,,,,162.187683,214.247986,3.8831
1962-09-01,,,,146.828278,183.78511,3.8795
1962-08-01,,,,150.175476,250.292465,3.8819
1962-07-01,,,,189.559082,212.505585,3.8777
1962-06-01,,,,169.795166,201.945541,3.8745
1962-05-01,,,,163.333557,230.417221,3.8611
1962-04-01,,,,158.791916,207.801971,3.73
1962-03-01,,,,134.188705,156.385468,3.6082
1962-02-01,,,,72.479836,156.110382,3.4904
1962-01-01,,,,93.999985,198.999878,2
1961-12-01,,,,93.999985,145.999985,3
1961-11-01,,,,115.999985,181.999969,3
1961-10-01,,,,109.999985,160.999878,3
1961-09-01,,,,123.999977,207.999146,3
1961-08-01,,,,120.999886,176.999878,3
1961-07-01,,,,145.999985,157.999985,3
1961-06-01,,,,128.999878,172.999863,3
1961-05-01,,,,138.999893,168.999878,3
1961-04-01,,,,90.999878,136.999878,3
1961-03-01,,,,100.999893,142.999893,3
1961-02-01,,,,88.999886,179.999969,3
1961-01-01,,,,107.999985,146.999878,3
1960-12-01,,,,106.999886,121.999985,3
1960-11-01,,,,87.999985,115.999985,3
1960-10-01,,,,93.999985,146.999878,3
1960-09-01,,,,112.999878,148.999863,3
1960-08-01,,,,87.999985,120.999886,3.2
1960-07-01,,,,110.999886,120.999886,3.2
1960-06-01,,,,151.999985,122.999878,3.2
1960-05-01,,,,127.999985,103.999985,3.2
1960-04-01,,,,87.869896,92.919891,2
1960-03-01,,,,94.939888,90.899895,2
1960-02-01,,,,88.879898,110.089874,2
1960-01-01,,,,107.059868,142.409836,2
1959-12-01,,,,81.809906,92.919891,2
1959-11-01,,,,88.879898,103.019882,2
1959-10-01,,,,95.94989,93.929893,2
1959-09-01,,,,89.8899,87.869896,2
1959-08-01,,,,113.119865,108.06987,2
1959-07-01,,,,90.899895,98.979889,2
1959-06-01,,,,97.969887,106.049881,2
1959-05-01,,,,83.829903,92.919891,2
1959-04-01,,,,74.739914,79.789909,2
1959-03-01,,,,74.739922,75.749916,2
1959-02-01,,,,70.699921,83.829903,2
1959-01-01,,,,98.979881,148.469818,2
1958-12-01,,,,93.929901,102.009888,2
1958-11-01,,,,74.739914,94.939888,2
1958-10-01,,,,95.94989,87.869896,2
1958-09-01,,,,93.929893,102.00988,2
1958-08-01,,,,73.729912,95.949883,2
1958-07-01,,,,87.869896,103.019882,2
1958-06-01,,,,82.819908,84.839905,2
1958-05-01,,,,82.819908,107.059875,2
1958-04-01,,,,68.679924,97.969887,2
1958-03-01,,,,70.699921,89.8899,2
1958-02-01,,,,72.71991,154.529816,2
1958-01-01,,,,60.59993,104.029884,2
1957-12-01,,,,68.679924,116.149864,2
1957-11-01,,,,46.459946,119.179855,2
1957-10-01,,,,56.559937,124.229858,2
1957-09-01,,,,69.689919,107.059875,2
1957-08-01,,,,78.779907,128.269852,2
1957-07-01,,,,90.899902,127.259865,2
1957-06-01,,,,79.789902,131.299835,2
1957-05-01,,,,83.829903,119.179863,2
1957-04-01,,,,68.679924,111.099876,2
1957-03-01,,,,77.769913,81.809914,2
1957-02-01,,,,89.889908,118.169884,2
1945-01-01,,,,,,2
1945-02-01,,,,,,2
1945-03-01,,,,,,2
1945-04-01,,,,,,2
1945-05-01,,,,,,2
1945-06-01,,,,,,2
1945-07-01,,,,,,2
1945-08-01,,,,,,2
1945-09-01,,,,,,2
1945-10-01,,,,,,2
1945-11-01,,,,,,2
1945-12-01,,,,,,2
1946-01-01,,,,,,2
1946-02-01,,,,,,2
1946-03-01,,,,,,2
1946-04-01,,,,,,2
1946-05-01,,,,,,2
1946-06-01,,,,,,2
1946-07-01,,,,,,2
1946-08-01,,,,,,2
1946-09-01,,,,,,2
1946-10-01,,,,,,2
1946-11-01,,,,,,2
1946-12-01,,,,,,2
1947-01-01,,,,,,2
1947-02-01,,,,,,2
1947-03-01,,,,,,2
1947-04-01,,,,,,2
1947-05-01,,,,,,2
1947-06-01,,,,,,2
1947-07-01,,,,,,2
1947-08-01,,,,,,2
1947-09-01,,,,,,2
1947-10-01,,,,,,2
1947-11-01,,,,,,2
1947-12-01,,,,,,2
1948-01-01,,,,,,2
1948-02-01,,,,,,2
1948-03-01,,,,,,2
1948-04-01,,,,,,2
1948-05-01,,,,,,2
1948-06-01,,,,,,2
1948-07-01,,,,,,2
1948-08-01,,,,,,2
1948-09-01,,,,,,2
1948-10-01,,,,,,2
1948-11-01,,,,,,2
1948-12-01,,,,,,2
1949-01-01,,,,,,2
1949-02-01,,,,,,2
1949-03-01,,,,,,2
1949-04-01,,,,,,2
1949-05-01,,,,,,2
1949-06-01,,,,,,2
1949-07-01,,,,,,2
1949-08-01,,,,,,2
1949-09-01,,,,,,2
1949-10-01,,,,,,2
1949-11-01,,,,,,2
1949-12-01,,,,,,2
1950-01-01,,,,,,2
1950-02-01,,,,,,2
1950-03-01,,,,,,2
1950-04-01,,,,,,2
1950-05-01,,,,,,2
1950-06-01,,,,,,2
1950-07-01,,,,,,2
1950-08-01,,,,,,2
1950-09-01,,,,,,2
1950-10-01,,,,,,2
1950-11-01,,,,,,2
1950-12-01,,,,,,2
1951-01-01,,,,,,2
1951-02-01,,,,,,2
1951-03-01,,,,,,2
1951-04-01,,,,,,2
1951-05-01,,,,,,2
1951-06-01,,,,,,2
1951-07-01,,,,,,2
1951-08-01,,,,,,2
1951-09-01,,,,,,2
1951-10-01,,,,,,2
1951-11-01,,,,,,2
1951-12-01,,,,,,2
1952-01-01,,,,,,2
1952-02-01,,,,,,2
1952-03-01,,,,,,2
1952-04-01,,,,,,2
1952-05-01,,,,,,2
1952-06-01,,,,,,2
1952-07-01,,,,,,2
1952-08-01,,,,,,2
1952-09-01,,,,,,2
1952-10-01,,,,,,2
1952-11-01,,,,,,2
1952-12-01,,,,,,2
1953-01-01,,,,,,2
1953-02-01,,,,,,2
1953-03-01,,,,,,2
1953-04-01,,,,,,2
1953-05-01,,,,,,2
1953-06-01,,,,,,2
1953-07-01,,,,,,2
1953-08-01,,,,,,2
1953-09-01,,,,,,2
1953-10-01,,,,,,2
1953-11-01,,,,,,2
1953-12-01,,,,,,2
1954-01-01,,,,,,2
1954-02-01,,,,,,2
1954-03-01,,,,,,2
1954-04-01,,,,,,2
1954-05-01,,,,,,2
1954-06-01,,,,,,2
1954-07-01,,,,,,2
1954-08-01,,,,,,2
1954-09-01,,,,,,2
1954-10-01,,,,,,2
1954-11-01,,,,,,2
1954-12-01,,,,,,2
1955-01-01,,,,,,2
1955-02-01,,,,,,2
1955-03-01,,,,,,2
1955-04-01,,,,,,2
1955-05-01,,,,,,2
1955-06-01,,,,,,2
1955-07-01,,,,,,2
1955-08-01,,,,,,2
1955-09-01,,,,,,2
1955-10-01,,,,,,2
1955-11-01,,,,,,2
1955-12-01,,,,,,2
1956-01-01,,,,,,2
1956-02-01,,,,,,2
1956-03-01,,,,,,2
1956-04-01,,,,,,2
1956-05-01,,,,,,2
1956-06-01,,,,,,2
1956-07-01,,,,,,2
1956-08-01,,,,,,2
1956-09-01,,,,,,2
1956-10-01,,,,,,2
1956-11-01,,,,,,2
1956-12-01,,,,,,2
1957-01-01,,,,,,2
