Date,Interbank Call Loan Rate,Real GDP,CPI,Wholesale Price,Industrial Production,Intl Trade Merch Exports,Intl Trade Merch Imports,FX Rate,Real GDP_yoy_pct,CPI_yoy_pct,Wholesale Price_yoy_pct,Industrial Production_yoy_pct,Intl Trade Merch Exports_yoy_pct,Intl Trade Merch Imports_yoy_pct,FX Rate_yoy_pct
2015-12-01,2.51760625,4066.219238,91.507355,106.900002,81.081184,240802.5,286782.8125,47.230315789473686,-6.4660453909268885,-2.009131093994676,-2.016494995719431,-11.496594742581545,0.14035306593476182,-21.000829757930884,-5.189708064394116
2016-01-01,2.5434277777777776,4066.219238,91.677917,107.099998,78.358192,219975.90625,294828.0,47.5111,-6.4660453909268885,-2.183809930288816,-2.0128133024845396,-17.97900375246342,-11.039478533143187,-20.352947731520644,-4.473968416275554
2016-02-01,2.5250399999999997,3722.688232,91.763199,107.0,76.312546,202201.296875,324339.90625,47.636105263157894,-5.992182412247904,-2.447873436183945,-2.0146493227467754,-12.211393800957627,-27.362983603789527,-17.7218618750981,-4.654182502576187
2016-03-01,2.5197684210526314,3722.688232,91.592636,107.300003,79.424538,207716.421875,269145.625,46.72395238095237,-5.992182412247904,-2.981031997680428,-2.365786126191327,-9.264131769559192,-19.419700170521313,-21.12855545637856,-7.063568866481374
2016-04-01,2.5283190476190476,3722.688232,91.592636,107.300003,83.552315,220486.875,311292.03125,46.28452380952382,-5.992182412247904,-2.981031997680428,-2.2768669687559084,-13.651667269314139,-26.935319617978216,-23.61685036276331,-7.175959280859178
2016-05-01,2.523847619047619,4140.186035,91.84848,107.800003,81.210503,198511.59375,318035.5,46.80228571428571,-6.696480751986622,-3.060307449876931,-1.9108270807856709,-4.297056749101569,-28.65430469526542,-10.5672397158753,-6.133198862432443
2016-06-01,2.5253380952380953,4140.186035,92.019043,107.699997,82.350739,225868.59375,330662.625,46.46445454545455,-6.696480751986622,-2.792795618375077,-2.179837460124212,-7.65536646125935,-24.32846148216774,-21.918139377824797,-6.791652282634253
2016-07-01,2.51565,4140.186035,92.360176,107.900002,83.058922,226524.125,336725.5625,47.05809999999999,-6.696480751986622,-2.4324290662874115,-1.9090890909090885,-7.321592167869939,-20.4083337917492,-7.422948454570156,-7.069941564902105
2016-08-01,2.5214052631578947,3852.482666,92.530739,107.800003,82.452721,225275.578125,336927.6875,46.68086363636365,-7.004080201364927,-2.340230452418124,-2.0890054875386976,-5.793692114947746,-23.74403775807116,-6.8027502546964325,-8.243487375276082
2016-09-01,2.5172149999999998,3852.482666,92.530739,107.800003,82.376732,234792.265625,325049.40625,47.42938095238095,-7.004080201364927,-2.5157191225642084,-2.0890054875386976,-12.739969835940812,-22.903576939964577,-26.77966648139106,-7.018389988305762
2016-10-01,2.514826315789474,3852.482666,92.701302,108.199997,84.508064,254827.46875,350818.4375,48.3482,-7.004080201364927,-2.9464296314648197,-1.6363663636363657,-8.567247208883922,-16.503239430764527,-11.080105757913227,-5.833477785806529
2016-11-01,2.5058625,4347.318848,92.871864,109.0,86.731361,243437.296875,350942.9375,49.154999999999994,-6.227616204585673,-3.0276059526134658,-1.17860649559548,-10.281716368967597,-19.897963905313766,-19.653104254026765,-3.6900683505638687
2016-12-01,2.5015650000000003,4347.318848,93.383553,109.099998,91.613632,240465.0,363020.03125,49.8156,-6.227616204585673,-2.925533067770225,-1.2669701357466034,-6.694471922138057,-15.460666898846753,-19.60303002892291,-1.1492010443864054
2017-01-01,2.518775,4347.318848,93.724686,109.300003,95.534309,247273.625,370168.125,49.736285714285714,-6.227616204585673,-2.82934826230663,-1.2646739276785945,-11.821304689912004,-8.806889262472417,-21.442274889764068,-1.5292047946509735
2017-02-01,2.527788888888889,3959.977295,94.065811,109.199997,86.92762,278372.25,394199.375,49.96139999999999,-6.063212357760794,-3.330412014841466,-1.9748698029646405,-9.833436544184138,-2.6268598830614387,-12.19690521163952,-3.522659709510989
2017-03-01,2.51759375,3959.977295,94.406937,109.900002,87.533783,257775.6875,341245.96875,50.275173913043474,-6.063212357760794,-3.6553505059814584,-1.874998214285717,-13.427665967237667,-4.819487168007674,-15.17362850566405,-3.4424979967514036
2017-04-01,2.5355363636363637,3959.977295,94.406937,109.800003,96.761932,301769.4375,407540.1875,49.86264705882352,-6.063212357760794,-4.155846370877548,-1.964283035714287,-9.50782300753199,-3.8399121311142426,-6.463562471660323,-4.291771642954856
2017-05-01,2.5772411764705883,4437.331055,94.748062,109.900002,84.85685,278239.0625,355614.09375,49.86031818181818,-5.996392383593974,-4.306634920799713,-1.96252991904603,-17.901436774319624,-2.5503288125371837,-25.630127544975224,-4.4726503713485855
2017-06-01,2.57815,4437.331055,94.662781,110.099998,89.177612,298485.53125,423482.0,49.85010000000001,-5.996392383593974,-4.3927667708350215,-2.133335111111112,-12.897018145205141,-6.164750148589504,-18.67377405195437,-6.027661337129975
2017-07-01,2.5543,4437.331055,94.662781,110.0,89.620575,284607.84375,363724.65625,50.63819047619048,-5.996392383593974,-4.965751982376155,-1.7857142857142905,-9.836013868705573,-9.414695934605167,-27.66927966135927,-5.230332134759442
2017-08-01,2.5655,4142.63623,94.748062,110.099998,87.523567,295420.28125,361521.0625,50.87471428571428,-5.7901072236630435,-5.366273521993459,-1.7841213520806698,-9.99769573875584,-7.310358283896468,-32.2053598479632,-4.502817445277918
2017-09-01,2.5533352941176473,4142.63623,94.918625,110.099998,94.40374,304543.65625,443933.25,51.00942105263158,-5.7901072236630435,-5.996622900554637,-2.046266867504154,-3.9443956135911007,-8.09454606496588,-15.149272947261416,-5.436365695995904
