Date,INTERBANK CALL LOAN RATE,Real GDP,CPI,Wholesale Price,Industrial Production,Intl Trade Merch Exports,Intl Trade Merch Imports,FX Rate,FX Rate_mom_pct,tone_mean,pos_mean,neg_mean,neu_mean,speech_count,tone_mean_filled,pos_mean_filled,neg_mean_filled,neu_mean_filled,tone_mean_jittered,pos_mean_jittered,neg_mean_jittered,neu_mean_jittered
2008-05-01,5.139883333,4.773042383055803,7.262012343110546,11.444760784213548,7.182838328421437,-8.130910369638078,-2.07818141361501,-8.356855935884289,2.588216271488397,0.32465465,0.4003267973856209,0.05718954248366,0.542483660130719,2,0.32465465,0.4003267973856209,0.05718954248366,0.542483660130719,0.32465465,0.4003267973856209,0.05718954248366,0.542483660130719
2008-06-01,5.3671875,4.773042383055803,8.32517906550978,14.551609032335168,8.668533836746107,-6.048949026564854,2.050389728501778,-4.071910511555976,3.213368022989238,,,,,0,0.32465465,0.4003267973856209,0.05718954248366,0.542483660130719,0.2980243219676147,0.40590676878815257,0.06779359251036614,0.5178015544467865
2008-07-01,5.675,4.773042383055803,9.444985918006378,19.26965416458341,7.686421942014721,4.776408829959489,8.521983374933239,-1.465925932856471,1.525976686299524,0.50274589,0.5638024795497675,0.0627947036200388,0.3587068310684243,7,0.50274589,0.5638024795497675,0.0627947036200388,0.3587068310684243,0.50274589,0.5638024795497675,0.0627947036200388,0.3587068310684243
2008-08-01,5.8515625,5.435238743205084,10.164564275909193,21.07322624985164,10.2611026035593,2.9474173404970383,15.009830834287442,-2.597504750478241,-0.1764237051969597,0.38493765,0.3466435185185185,0.0248842592592592,0.6284722222222222,2,0.38493765,0.3466435185185185,0.0248842592592592,0.6284722222222222,0.38493765,0.3466435185185185,0.0248842592592592,0.6284722222222222
2008-09-01,5.484379545,5.435238743205084,10.541592158391763,18.6033496214155,6.5502731318809015,3.8878603609168616,-1.453085962585332,1.2156072976836851,4.045016452218797,0.32199266,0.4517985497609322,0.1186650992685475,0.4119308286628036,3,0.32199266,0.4517985497609322,0.1186650992685475,0.4119308286628036,0.32199266,0.4517985497609322,0.1186650992685475,0.4119308286628036
2008-10-01,5.534090909,5.435238743205084,10.13513222952036,15.07760037512369,14.519234305973349,2.867455129706053,4.695278423427385,8.212974521856943,2.854864884071606,0.420532075,0.4888778978519023,0.0678235619469026,0.441345415201195,4,0.420532075,0.4888778978519023,0.0678235619469026,0.441345415201195,0.420532075,0.4888778978519023,0.0678235619469026,0.441345415201195
2008-11-01,5.7140625,3.1436274968777544,9.730247330960127,9.135667966537376,10.505430246480609,-7.106364508432506,-3.576427076330002,13.810494011337893,2.4174226613852934,0.311500195,0.4113095238095238,0.0779761904761904,0.4678571428571428,2,0.311500195,0.4113095238095238,0.0779761904761904,0.4678571428571428,0.311500195,0.4113095238095238,0.0779761904761904,0.4678571428571428
2008-12-01,5.793269231,3.1436274968777544,9.021107310965792,4.422870479400953,-0.1670807319116174,0.8847414935461817,-21.947328683867863,15.215397339016713,-2.2200631597529275,0.37370884,0.5057471264367817,0.1149425287356321,0.3793103448275862,1,0.37370884,0.5057471264367817,0.1149425287356321,0.3793103448275862,0.37370884,0.5057471264367817,0.1149425287356321,0.3793103448275862
2009-01-01,5.4828125,3.1436274968777544,7.714283293881685,1.7741909189791016,-10.121283770492006,-31.254669673347944,-23.970887569736263,15.313511088805942,-1.8444732278051323,0.3172506416666666,0.4231559437815402,0.1147968405450858,0.4373014681913893,6,0.3172506416666666,0.4231559437815402,0.1147968405450858,0.4373014681913893,0.3172506416666666,0.4231559437815402,0.1147968405450858,0.4373014681913893
2009-02-01,5.219791667,1.1172643634175916,7.042258666405132,-0.6413668892901625,-26.560740367271187,-31.40493826908665,-24.409244775039785,16.998433777301326,0.7994551672786843,0.2627344,0.4061333549750282,0.1392112723660742,0.440020855459321,5,0.2627344,0.4061333549750282,0.1392112723660742,0.440020855459321,0.2627344,0.4061333549750282,0.1392112723660742,0.440020855459321
