speech_id,date,title,tone_mean,tone_median,pos_share,neg_share,neu_share,n_sent,label_majority
200,2015-05-20,Acting Together for Financial Inclusion,-0.4942190133971498,-0.4873894453048706,0.0,1.0,0.0,53.0,negative
201,2015-05-20,Geared up for Global Reform and Regional Integration,-0.5160929624255021,-0.5105564594268799,0.0,1.0,0.0,77.0,negative
202,2015-05-18,Rural Banks: Portals of Inclusiveness for Juan and Juana dela Cruz,-0.5215358205030701,-0.5174809694290161,0.0,1.0,0.0,86.0,negative
203,2015-04-07,Strategic Challenges Ahead for Banking and for Thrift Banks,-0.5113606378692123,-0.5033372044563293,0.0,1.0,0.0,87.0,negative
204,2015-03-24,"Sustaining the Economy's Growth Saga through The 3Ps of Policymaking: Proactive, Pre-emptive, and Prudent",-0.5219034063363653,-0.5098955035209656,0.0,1.0,0.0,73.0,negative
205,2015-03-17,Financial Rehabilitation and Insolvency Regime in the Philippines: Progress and Remaining Challenges,-0.5056708248078146,-0.5013382434844971,0.0,1.0,0.0,102.0,negative
206,2015-02-24,Sustaining Economic Growth,-0.5181944278053573,-0.5043374300003052,0.0,1.0,0.0,137.0,negative
207,2015-02-20,Keeping the Economy on the Right Track: Key Challenges for Monetary Policy,-0.5244833667443334,-0.521291971206665,0.0,1.0,0.0,87.0,negative
208,2015-01-30,Working Together towards a Stronger Economy,-0.5282210261186082,-0.5185359120368958,0.0,1.0,0.0,101.0,negative
209,2015-01-30,Moving Forward With Financial infrastructure Integration Thru the BSP's Reverse Repurchase E-Trading System,-0.5205696513941998,-0.49799495935440063,0.0,1.0,0.0,22.0,negative
210,2015-01-30,Building an Efficient and Inclusive National Payment System,-0.5144879184113843,-0.5039236545562744,0.0,1.0,0.0,37.0,negative
211,2015-01-23,The BSP and the Banking Industry: Weaving a Story of Growth and Development,-0.5239553979687552,-0.510301947593689,0.0,1.0,0.0,78.0,negative
212,2015-01-08,The Philippine Economy Going Forward,-0.5244284691338871,-0.5140629410743713,0.0,1.0,0.0,98.0,negative
213,2014-12-03,Microfinance Improves Lives and Bank Profits,-0.48588814639013284,-0.49564313888549805,0.0,1.0,0.0,41.0,negative
214,2014-11-27,EMPOWERING MSMEs THROUGH CSFs,-0.5039119078313965,-0.4920526146888733,0.0,1.0,0.0,25.0,negative
215,2014-11-05,Improving Financial Literacy and Increasing Financial Inclusion to Sustain Economic Growth,-0.5070064433572857,-0.49831968545913696,0.0,1.0,0.0,98.0,negative
216,2014-10-29,Keeping the House in Order amid Mounting Uncertainties,-0.5291480683884061,-0.5207532644271851,0.0,1.0,0.0,73.0,negative
217,2014-10-20,From Saving to Investments and to Retirement: The Role of Inclusive Growth,-0.5092624878084193,-0.5033788681030273,0.0,1.0,0.0,98.0,negative
218,2014-10-20,Nurturing Excellence in Finance Education,-0.5212516537567481,-0.510883092880249,0.0,1.0,0.0,48.0,negative
219,2014-09-30,"Infrastructure, Inclusiveness, Institutions - Raising the Philippines to the Next Level",-0.5322590952508905,-0.5208694934844971,0.0,1.0,0.0,59.0,negative
220,2014-09-25,Banking on Social Safety Nets,-0.5139742728031549,-0.5081117749214172,0.0,1.0,0.0,73.0,negative
221,2014-09-24,Working on ASEAN Governance Standards,-0.5039109206102431,-0.4925042390823364,0.0,1.0,0.0,36.0,negative
222,2014-09-23,Convergence in a Divergent World,-0.5194456546028027,-0.5151157379150391,0.0,1.0,0.0,139.0,negative
223,2014-09-10,The Three Cs of AFI's Success,-0.49666968373266895,-0.48629051446914673,0.0,1.0,0.0,74.0,negative
224,2014-09-09,Moving Forward Together,-0.4831618994446322,-0.4895736277103424,0.0,1.0,0.0,33.0,negative
225,2014-09-05,Building a Collective Brand for the Banking Industry,-0.5088286792759741,-0.49865370988845825,0.0,1.0,0.0,128.0,negative
226,2014-08-29,Seizing Opportunities Amid a Growing Banking Environment,-0.5152235811620082,-0.5120996236801147,0.0,1.0,0.0,104.0,negative
227,2014-08-20,Been There and Done That: Why This Would Not Be Enough For What Lies Ahead,-0.5128010414668617,-0.5029424428939819,0.0,1.0,0.0,97.0,negative
228,2014-08-18,Setting a Milestone with the Quezon City Credit Surety Fund,-0.5195771200171971,-0.5087336301803589,0.0,1.0,0.0,27.0,negative
229,2014-08-13,Sustaining Growth While Riding the Uncertainty,-0.5215426688091629,-0.5136235952377319,0.0,1.0,0.0,93.0,negative
230,2014-07-09,2014 Stakeholders Awards Ceremony and Appreciation Lunch,-0.5273816421816061,-0.5177344083786011,0.0,1.0,0.0,46.0,negative
231,2014-07-01,Navigating the New Rural Banking Landscape: Challenges and Opportunities,-0.5234598857878096,-0.5189332365989685,0.0,1.0,0.0,71.0,negative
232,2014-06-18,CMA: More Than an Awards Program,-0.5010380701672646,-0.4930460453033447,0.0,1.0,0.0,28.0,negative
233,2014-05-28,The Philippine Economy: Gearing up for the Challenges Ahead,-0.5279803379064425,-0.5222700238227844,0.0,1.0,0.0,140.0,negative
234,2014-05-19,Policy Challenges Amid an Evolving Investment Environment,-0.5134982212006013,-0.5056627988815308,0.0,1.0,0.0,74.0,negative
235,2014-04-26,Sustaining Stability in the Uncertain Transition to Normalization,-0.5230951745250872,-0.51736980676651,0.0,1.0,0.0,104.0,negative
236,2014-03-19,The Strength of Retail: in a Wider ASEAN Economy,-0.5275990164578974,-0.5243993401527405,0.0,1.0,0.0,81.0,negative
237,2014-03-18,Enhancing Resilience to Sustain Inclusive Growth,-0.5296038699265055,-0.5182350873947144,0.0,1.0,0.0,64.0,negative
238,2014-03-11,Islamic Banking and Finance in the Philippines: Opportunities and Challenges,-0.510414146549259,-0.5002219676971436,0.0,1.0,0.0,68.0,negative
239,2014-02-28,What lies ahead?,-0.5342838335522385,-0.5411015748977661,0.0,1.0,0.0,28.0,negative
240,2014-02-21,Enabling Market-Based Solutions Toward Financial Inclusion,-0.5106023193701453,-0.5027875900268555,0.0,1.0,0.0,58.0,negative
241,2014-02-18,A Responsive Capital Market: A Step on the Road beyond Investment Grade,-0.5196754398962189,-0.5141792297363281,0.0,1.0,0.0,73.0,negative
242,2014-01-29,The Pursuit of Financial Stability: A Daunting But Necessary Prudential Agenda,-0.5036065029654097,-0.49924197793006897,0.0,1.0,0.0,31.0,negative
243,2014-01-09,Continuing Growth Amidst Recurrent Risks and Uncertainty,-0.5226695368956401,-0.5133200883865356,0.0,1.0,0.0,116.0,negative
244,2013-12-03,Sustaining Growth Through Insolvency Reforms,-0.5117893397808075,-0.5002115964889526,0.0,1.0,0.0,28.0,negative
245,2013-12-03,Empowering Entrepreneurs Through Responsive Microfinance Programs,-0.5042252183428498,-0.4962986707687378,0.0,1.0,0.0,49.0,negative
246,2013-11-29,"The Philippine Economy: Amidst Global Headwinds, Leveraging on Domestic Tailwinds to Stay the Course",-0.5235285448557452,-0.5146859288215637,0.0,1.0,0.0,68.0,negative
247,2013-10-25,Philippine Banking: Responsive and Responsible,-0.5238963845132412,-0.5127968192100525,0.0,1.0,0.0,103.0,negative
248,2013-10-09,Partnerships Against Poverty,-0.5088996135170867,-0.5025086402893066,0.0,1.0,0.0,71.0,negative
249,2013-09-24,BSP Policy Directions in a Challenging Landscape,-0.5241434509995617,-0.516795814037323,0.0,1.0,0.0,166.0,negative
250,2013-08-27,The PDIC & the BSP: Continuing a Partnership for Stability,-0.49842483546528116,-0.4931205213069916,0.0,1.0,0.0,19.0,negative
251,2013-07-25,IABC's 2013 CEO Excel Lifetime Achievement Award,-0.5187302866993131,-0.512152373790741,0.0,1.0,0.0,45.0,negative
252,2013-07-19,The BSP and the Banking Community: Forging a Strong Partnership that Benefits the Country,-0.5179928815451221,-0.510509729385376,0.0,1.0,0.0,67.0,negative
253,2013-07-17,Fostering a Culture of Good Governance and Compliance,-0.5196625706772087,-0.509807825088501,0.0,1.0,0.0,96.0,negative
254,2013-07-16,BSP's Stakeholders' Awards: A Celebration of Solid Partnership,-0.5319865738477181,-0.5168567895889282,0.0,1.0,0.0,61.0,negative
255,2013-07-08,Championing Microentrepreneurship,-0.49020799184764924,-0.49212926626205444,0.0,1.0,0.0,42.0,negative
256,2013-07-03,"BSP at 20: Past Progressive, Future Perfect",-0.5167102282095677,-0.512710690498352,0.0,1.0,0.0,99.0,negative
257,2013-07-01,Ugaliing mag-impok,-0.4376215650426982,-0.43406495451927185,0.0,1.0,0.0,17.0,negative
258,2013-06-26,Upgrades and Strong Growth: Dealing with the Short-term to Get to the End Goal,-0.540880038444247,-0.5478547215461731,0.0,1.0,0.0,66.0,negative
259,2013-06-10,Rural Banks: Working on Inclusive Growth in an Exclusive World of Banking,-0.5203233382668618,-0.5119918584823608,0.0,1.0,0.0,70.0,negative
260,2013-03-22,Speech of the Governor for the Opening Ceremony of the 29th Biennial Convention of FFCCCII,-0.5195396732096471,-0.5134134292602539,0.0,1.0,0.0,92.0,negative
261,2013-03-20,Building Broader Horizons in 2013,-0.5174471003290279,-0.5086150169372559,0.0,1.0,0.0,93.0,negative
262,2013-03-18,Embedding Business Continuity as a Mindset,-0.5140200019169657,-0.4955010414123535,0.0,1.0,0.0,34.0,negative
263,2013-03-12,The Philippine Economy: Primes for a Sustainable and Solid Growth,-0.5340149641036988,-0.5205098390579224,0.0,1.0,0.0,69.0,negative
264,2013-02-13,Promoting the Rule of Law in the Financial Sector,-0.500247365089347,-0.49275076389312744,0.0,1.0,0.0,28.0,negative
265,2013-01-18,Vigilance Amid Stability and Growth,-0.5236981159031185,-0.5109032392501831,0.0,1.0,0.0,62.0,negative
266,2013-01-03,Speech of the Governor during the Rotary Club of Manila's First Membership Meeting for 2013,-0.5143880170932026,-0.5134742856025696,0.0,1.0,0.0,107.0,negative
267,2012-12-05,Financial Capability as a 21st Century Life Skill,-0.502566687913876,-0.504968523979187,0.0,1.0,0.0,44.0,negative
268,2012-12-04,Crafting a Regional Agenda for Child & Youth Finance,-0.5165909953720854,-0.5171805620193481,0.0,1.0,0.0,57.0,negative
269,2012-11-27,Currency Stability Amidst Global Volatilities,-0.5233274364023467,-0.5094643831253052,0.0,1.0,0.0,84.0,negative
270,2012-10-30,Capital Market Education: A Tool for Market Development and Financial Stability,-0.511609081472568,-0.5024254322052002,0.0,1.0,0.0,82.0,negative
271,2012-10-24,Keynote Address,-0.49239128429243734,-0.492653489112854,0.0,1.0,0.0,57.0,negative
272,2012-10-22,Nurturing World-Class Finance Leaders,-0.5286094269920565,-0.5280579924583435,0.0,1.0,0.0,46.0,negative
273,2012-10-05,Crafting Policy in a Shifting Operating Environment,-0.5151832625999788,-0.5032466650009155,0.0,1.0,0.0,115.0,negative
274,2012-09-19,Managing Risks in a Financial Stability World: How Different is this Prudential World?,-0.5285526924689441,-0.5164264440536499,0.0,1.0,0.0,98.0,negative
275,2012-09-06,Philippine Banking: Reaping the Rewards from Prudent Reforms,-0.5067730181087378,-0.501533031463623,0.0,1.0,0.0,87.0,negative
276,2012-08-23,Keynote Remarks,-0.5192357864018171,-0.5069360136985779,0.0,1.0,0.0,103.0,negative
277,2012-07-26,Ensuring a Better and More Inclusive Microfinance Sector,-0.508534336533766,-0.5067504048347473,0.0,1.0,0.0,32.0,negative
278,2012-07-11,Capacity-Building and the BSP Reform Agenda,-0.5167241799107365,-0.5118035078048706,0.0,1.0,0.0,92.0,negative
279,2012-06-18,Taking the Next Steps at a Time of Change,-0.5167094703876611,-0.5057376623153687,0.0,1.0,0.0,93.0,negative
280,2012-05-16,REMARKS,-0.5201535832827161,-0.5118359923362732,0.0,1.0,0.0,44.0,negative
281,2012-03-26,Remarks,-0.5183449345868785,-0.5088802576065063,0.0,1.0,0.0,20.0,negative
282,2012-03-21,The Thrift Banking Industry Amid an Evolving Global Landscape,-0.5167567467583374,-0.5094965696334839,0.0,1.0,0.0,68.0,negative
283,2012-03-20,"Managing External Debt, A Move to Ensure Economic Growth",-0.5202487849155493,-0.5136210918426514,0.0,1.0,0.0,36.0,negative
284,2012-02-07,Financial Stability and Financial Inclusion: Two Facets of the Same Policy Objective,-0.4987537251482965,-0.4992780387401581,0.0,1.0,0.0,107.0,negative
285,2012-01-20,The BSP and the Banking Community: Partners in Sustainable Development,-0.5217889488587124,-0.5148236751556396,0.0,1.0,0.0,70.0,negative
286,2011-11-16,Cooperative Effort to Strengthen Cooperatives,-0.5018003424151752,-0.5010339021682739,0.0,1.0,0.0,29.0,negative
287,2011-10-25,Amid Global Uncertainties: Philippines Sailing in Rough Tides,-0.5298196591894119,-0.5249981880187988,0.0,1.0,0.0,82.0,negative
288,2011-10-20,"Philippine Banking: Remaining Responsive, Responsible and Relevant",-0.5177802416452819,-0.5113791227340698,0.0,1.0,0.0,94.0,negative
289,2011-08-04,Surging Together for An Inclusive Financial System,-0.5125507933003494,-0.5074996948242188,0.0,1.0,0.0,97.0,negative
290,2011-07-06,"""The Benefits of Partnership: Working for Sustainable and Inclusive Growth""",-0.5177372595998976,-0.5119709968566895,0.0,1.0,0.0,70.0,negative
291,2011-07-05,BSP @18th: A Stable Anchor for Sustained Growth,-0.5042073323190153,-0.504814624786377,0.0,1.0,0.0,103.0,negative
292,2011-05-03,The Philippine Initiative: Harnessing the Development Potential of Migrants' Remittances,-0.5231700670924192,-0.515972375869751,0.0,1.0,0.0,47.0,negative
293,2011-01-14,The Philippine Banking Sector: Stepping Up to the Challenge of Setting the Foundation for Sustained & Inclusive Growth,-0.522617359333636,-0.5101197361946106,0.0,1.0,0.0,46.0,negative
294,2011-01-06,The Philippines: Vision Toward Sustained Rapid Growth,-0.5168895666040896,-0.5120765566825867,0.0,1.0,0.0,103.0,negative
295,2010-11-17,Remarks for the Foreign Correspondents Association of the Philippines' (FOCAP) Breakfast Forum,-0.529913766015012,-0.51661217212677,0.0,1.0,0.0,71.0,negative
296,2010-10-27,The POS Interconnection: Giving Better Banking Services Together,-0.5205822730909533,-0.5023066401481628,0.0,1.0,0.0,40.0,negative
297,2010-08-18,The Philippines: Creating Opportunities Through Effective Governance,-0.527184827956356,-0.5185412168502808,0.0,1.0,0.0,53.0,negative
298,2010-08-12,12th Credit Surety Fund is in Albay,-0.48942629033647794,-0.49570852518081665,0.0,1.0,0.0,40.0,negative
299,2010-08-07,Closing Remarks,-0.528506710430501,-0.5302119255065918,0.0,1.0,0.0,38.0,negative
300,2010-08-04,Keynote Message Launching of Strengthening Program for Rural Banks (SPRB),-0.5165005909698838,-0.5159454345703125,0.0,1.0,0.0,22.0,negative
301,2010-07-27,Moving Central Banking Forward Through the Legal Framework,-0.5157164801907448,-0.5041141510009766,0.0,1.0,0.0,35.0,negative
302,2010-07-27,In Praise of BSP's Top Performers,-0.5158973754677054,-0.5070465803146362,0.0,1.0,0.0,37.0,negative
303,2010-07-20,"BAIPhil @ 70: Empowering the Banking Industry Through Continuing Education, Innovation and Research",-0.5175553140702186,-0.5132612586021423,0.0,1.0,0.0,65.0,negative
304,2010-07-07,Moving Forward Through Stronger Partnerships,-0.5221434419913253,-0.5164142847061157,0.0,1.0,0.0,63.0,negative
305,2010-07-05,The BSP @ 17: Moving the Economy Forward,-0.5166462738785828,-0.5050427913665771,0.0,1.0,0.0,128.0,negative
306,2010-07-03,Nurturing Responsible Young Leaders through SIFE,-0.5165643580928253,-0.5039581656455994,0.0,1.0,0.0,39.0,negative
307,2010-07-02,Nurturing the BSP-RBAP Partnership,-0.5067714333128767,-0.4961254596710205,0.0,1.0,0.0,31.0,negative
308,2010-06-17,Welcome Remarks,-0.5302355098759196,-0.5205080509185791,0.0,1.0,0.0,40.0,negative
309,2010-06-02,Microfinance: From Best Practice to Next Practice,-0.5056496825504739,-0.5002565383911133,0.0,1.0,0.0,60.0,negative
310,2010-05-31,Strengthening Financial Inclusion & Social Protection,-0.5083848133445841,-0.5012916326522827,0.0,1.0,0.0,88.0,negative
311,2010-05-21,Empowering Entrepreneurial Filipinos Thru Microfinance,-0.4923619546522878,-0.4943005442619324,0.0,1.0,0.0,42.0,negative
312,2010-03-12,Moving the Economy Forward Through Banking,-0.5173942150322945,-0.5128993391990662,0.0,1.0,0.0,72.0,negative
313,2010-01-27,Finance Education: A Cornerstone for Economic and Social Advancement,-0.5091046692254699,-0.500523030757904,0.0,1.0,0.0,45.0,negative
314,2010-01-14,Forging Ahead Toward Higher Ground,-0.5188250572560076,-0.5158159136772156,0.0,1.0,0.0,63.0,negative
315,2009-12-08,Innovations Toward Financial Inclusion,-0.5093504088804309,-0.4987041652202606,0.0,1.0,0.0,62.0,negative
316,2009-12-02,Supporting Overseas Workers Thru Lower Remittance Fees,-0.5089222338016427,-0.4988793730735779,0.0,1.0,0.0,27.0,negative
317,2009-11-23,ENSURING EFFICIENT & ECO-FRIENDLY ASEAN MINTS,-0.533220669466096,-0.5351625084877014,0.0,1.0,0.0,26.0,negative
318,2009-11-04,Prospects and Challenges in 2010: The Bond Market in the Context of the Philippine Economy?,-0.5041265863568472,-0.5005306601524353,0.0,1.0,0.0,104.0,negative
319,2009-10-30,"What's for Asian Banking? Re-Assess, Re-evaluate, Re-tool and Re-Position?",-0.5095131758829994,-0.5018570423126221,0.0,1.0,0.0,95.0,negative
320,2009-10-23,The Philippines on the Road to Recovery,-0.5329938931047432,-0.5257514715194702,0.0,1.0,0.0,106.0,negative
321,2009-09-09,Corporate Governance Reform in the Philippines: Progress and Challenges,-0.5040622924764951,-0.4951242506504059,0.0,1.0,0.0,66.0,negative
322,2009-09-01,BSP and SSS: Moving Towards a Common Vision,-0.5175750822242949,-0.5141692161560059,0.0,1.0,0.0,78.0,negative
323,2009-08-11,The Philippine Economy: Facing Up to the Challenges,-0.5243689499390836,-0.5157182216644287,0.0,1.0,0.0,114.0,negative
324,2009-07-15,Transforming Potential Into Reality,-0.5230081029220363,-0.5186203718185425,0.0,1.0,0.0,62.0,negative
325,2009-07-14,The BSP and Its Partners: Standing Up to the Global Challenges Today,-0.5147388472771708,-0.49983835220336914,0.0,1.0,0.0,43.0,negative
326,2009-07-14,RBAP: Sustaining Reforms for an Economically Vibrant Countryside,-0.5012393842221862,-0.4931052625179291,0.0,1.0,0.0,45.0,negative
327,2009-07-03,BSP@16: Riding Out the Winds of Change and Weathering the Turbulence,-0.5257951553477304,-0.5176911354064941,0.0,1.0,0.0,97.0,negative
328,2009-07-03,"Developing a New Generation of Savers with the Program ""Banking on Your Future""",-0.5103864261598298,-0.5105792284011841,0.0,1.0,0.0,34.0,negative
329,2009-06-19,Message,-0.4876074814181255,-0.5031370520591736,0.0,1.0,0.0,54.0,negative
330,2009-05-15,Banking on Governance for Growth and Stability,-0.5163447821349428,-0.5062226057052612,0.0,1.0,0.0,81.0,negative
331,2009-05-12,Microfinance: The Bright Spot in these Challenging Times,-0.5195239764897196,-0.5075116157531738,0.0,1.0,0.0,121.0,negative
332,2009-04-14,Philippines: Navigating Through The Global Financial Turmoil,-0.5234591559452169,-0.521060585975647,0.0,1.0,0.0,124.0,negative
333,2009-03-31,Macroeconomic Policy Management in Challenging Times,-0.5174229215296713,-0.515557050704956,0.0,1.0,0.0,124.0,negative
334,2009-03-30,Opening Remarks,-0.5177959454542586,-0.5093566179275513,0.0,1.0,0.0,68.0,negative
335,2009-03-25,Financial Stability Through Collaboration and Understanding,-0.497839690302294,-0.4895728826522827,0.0,1.0,0.0,81.0,negative
336,2009-03-18,Overcoming Global Challenges: Policies for Resilience and Stability,-0.5162655339452247,-0.5091123580932617,0.0,1.0,0.0,112.0,negative
337,2009-03-13,"Thrift Banks: Moving Forward Through Responsive, Responsible Banking",-0.519245174765015,-0.5158828496932983,0.0,1.0,0.0,77.0,negative
338,2009-03-03,The Crisis in Perspective: Is There Really Cause for Alarm?,-0.5171322922522266,-0.5131595134735107,0.0,1.0,0.0,69.0,negative
339,2009-03-02,Sustaining Growth Through Better Access to Credit,-0.5268525962435872,-0.5146214962005615,0.0,1.0,0.0,57.0,negative
340,2009-02-27,Accelerating Countryside Development Thru Rural Banks,-0.5088341232329279,-0.5095265507698059,0.0,1.0,0.0,39.0,negative
341,2009-02-26,Are We Ready to Cross Our Rubicon?,-0.5300648661878888,-0.524559497833252,0.0,1.0,0.0,36.0,negative
342,2009-02-25,Challenges and Opportunities in a Global Crisis,-0.5225841750225061,-0.5126286149024963,0.0,1.0,0.0,96.0,negative
343,2009-02-11,The Philippine Economy: Building Resilience in a Time of Uncertainty,-0.5184286032566544,-0.5110505819320679,0.0,1.0,0.0,135.0,negative
344,2009-02-02,Antecedents of the Global Financial Crisis: A Multi-Factorial Phenomenon,-0.5182391046959177,-0.5055526494979858,0.0,1.0,0.0,147.0,negative
345,2009-01-28,Nurturing Successful & Ethical Finance Professionals,-0.5161659054983169,-0.507861316204071,0.0,1.0,0.0,61.0,negative
346,2009-01-26,Career Executives in Government: Making Lives Better for Filipinos,-0.5351533463570123,-0.5298750996589661,0.0,1.0,0.0,71.0,negative
347,2009-01-16,Security Management: A Challenging Balancing Act,-0.510794397427025,-0.5049890279769897,0.0,1.0,0.0,23.0,negative
348,2009-01-16,Sustaining Partnerships in a Year of Challenges,-0.530005105523887,-0.5316812992095947,0.0,1.0,0.0,63.0,negative
349,2009-01-08,Preparing for What Lies Ahead,-0.5304739110266413,-0.5287532210350037,0.0,1.0,0.0,118.0,negative
350,2009-01-06,"Statement of Governor Amando M. Tetangco, Jr.",-0.5214733531458453,-0.5123001337051392,0.0,1.0,0.0,52.0,negative
351,2008-12-17,Governor's Remarks for the BSP Christmas Party,-0.5212657866577654,-0.5202203989028931,0.0,1.0,0.0,87.0,negative
352,2008-11-19,Keynote Address,-0.504030763509049,-0.49721160531044006,0.0,1.0,0.0,40.0,negative
353,2008-11-14,Welcome Remarks,-0.5135850158717989,-0.5010489225387573,0.0,1.0,0.0,84.0,negative
354,2008-10-29,The Philippine Economy: Building Resilience in a Time of Uncertainty,-0.5221276681217496,-0.5120988488197327,0.0,1.0,0.0,116.0,negative
355,2008-10-07,Message,-0.513117305563037,-0.49994245171546936,0.0,1.0,0.0,26.0,negative
356,2008-10-03,Message,-0.5138924723151632,-0.5124802589416504,0.0,1.0,0.0,45.0,negative
357,2008-10-03,Recent Market Developments: Impact on Banking and Finance Sector,-0.5239514618723882,-0.5147329568862915,0.0,1.0,0.0,109.0,negative
358,2008-09-29,Recent Market Volatility: Implication for Philippine Economy and Banking System,-0.4954966411609053,-0.48697030544281006,0.0,1.0,0.0,116.0,negative
359,2008-09-17,The Philippines: Addressing the Challenges. Staying the Course,-0.5241015145272919,-0.5123440027236938,0.0,1.0,0.0,86.0,negative
360,2008-09-12,Strengthening Our Fight Against Money Laundering & Terrorist Financing,-0.5134691395618359,-0.5092167854309082,0.0,1.0,0.0,48.0,negative
361,2008-08-27,The Credit Surety Fund: Sustaining Economic Growth Through Increased Credit Flows,-0.47966353357040964,-0.485418438911438,0.0,1.0,0.0,32.0,negative
362,2008-08-23,Closing Remarks,-0.5209876650122717,-0.5147984623908997,0.0,1.0,0.0,52.0,negative
363,2008-07-24,Building a Stronger Economy Through Microfinance,-0.5052041078297272,-0.501354455947876,0.0,1.0,0.0,62.0,negative
364,2008-07-23,Remarks,-0.5192568774085131,-0.5134111046791077,0.0,1.0,0.0,76.0,negative
365,2008-07-15,Turning Challenges into Opportunities: The Key to Sustainable Growth,-0.5278341823655993,-0.5263820886611938,0.0,1.0,0.0,65.0,negative
366,2008-07-11,Keynote Address,-0.513519171719972,-0.508917510509491,0.0,1.0,0.0,31.0,negative
367,2008-07-08,Keynote Address,-0.5037665407087141,-0.5003312230110168,0.0,1.0,0.0,76.0,negative
368,2008-07-03,15th Anniversary Remarks,-0.5189737690166688,-0.5180830359458923,0.0,1.0,0.0,63.0,negative
369,2008-07-03,Bangko Sentral ng Pilipinas @15,-0.5373176918603454,-0.5375896692276001,0.0,1.0,0.0,59.0,negative
370,2008-05-13,Microentrepreneur of the Year (MOTY) Awards 2008 Launch,-0.501203484458266,-0.49686694145202637,0.0,1.0,0.0,34.0,negative
371,2008-05-13,Housing Microfinance Product Launch,-0.4995048209831698,-0.4942898154258728,0.0,1.0,0.0,36.0,negative
372,2008-03-26,RCBC: Banking on Emerging Corporates,-0.511274161263251,-0.5051902532577515,0.0,1.0,0.0,34.0,negative
373,2008-03-25,Remarks,-0.5160185977586321,-0.5142227411270142,0.0,1.0,0.0,20.0,negative
374,2008-02-27,On the Road to Sustaining Economic Stability and Growth,-0.5295778814499156,-0.5205984115600586,0.0,1.0,0.0,99.0,negative
375,2008-02-13,Recent Economic Developments: Challenges and Policy Implications,-0.5302386642110591,-0.5169754028320312,0.0,1.0,0.0,97.0,negative
376,2008-02-12,REMARKS FOR THE FOCAP FORUM,-0.5423591219796366,-0.5272578001022339,0.0,1.0,0.0,53.0,negative
377,2008-02-11,The Philippines: MACROECONOMIC OUTLOOK FOR 2008,-0.5364214009394996,-0.5193604230880737,0.0,1.0,0.0,83.0,negative
378,2008-01-30,Breakthroughs and Break Through,-0.5308754886960799,-0.5322908163070679,0.0,1.0,0.0,66.0,negative
379,2008-01-15,Moving the Economy Forward to a Higher Growth Path,-0.527463733354988,-0.517179012298584,0.0,1.0,0.0,56.0,negative
380,2008-01-08,BSP Expectations For Business and the Economy,-0.5444187145677322,-0.5307273268699646,0.0,1.0,0.0,41.0,negative
381,2008-01-07,The Bangko Sentral ng Pilipinas in 2008 - One Dynamic Team (New Year's Message to BSPers),-0.5213615595030253,-0.5320159792900085,0.0,1.0,0.0,30.0,negative
382,2008-01-03,Pushing Ahead Through Headwinds,-0.5336460830017576,-0.5303792953491211,0.0,1.0,0.0,96.0,negative
383,2007-10-09,Sustaining the Country's Economic Gains through Monetary Stability,-0.5227258411337095,-0.5061696767807007,0.0,1.0,0.0,98.0,negative
384,2007-09-12,The Constellation of Monetary Challenges and Responses,-0.5196622943634375,-0.5165148973464966,0.0,1.0,0.0,51.0,negative
385,2007-08-29,Signing of the MOA on the Interconnection of PDS Settlement Highway (PSH) and BSP PhilPaSS,-0.47990174557546245,-0.48118677735328674,0.0,1.0,0.0,13.0,negative
386,2007-08-27,Promoting the Safety and Efficiency of the Financial System: A Steady Commitment to Reforms,-0.5115226439176205,-0.5066989660263062,0.0,1.0,0.0,91.0,negative
387,2007-08-14,Providing Critical Support to Disaster-Striken Areas Through the Calamity Assistance Program,-0.511163643905236,-0.5120826363563538,0.0,1.0,0.0,15.0,negative
388,2007-07-31,Strengthening the Bonds of Partnership for Better Education,-0.5105305410982147,-0.505953311920166,0.0,1.0,0.0,32.0,negative
389,2007-07-31,BSP's Tulong Barya Para sa Gawad Kalinga,-0.49882760175882224,-0.5056512355804443,0.0,1.0,0.0,31.0,negative
390,2007-07-27,Ensuring a Well-Trained Security Force,-0.5056530590778026,-0.5015870332717896,0.0,1.0,0.0,29.0,negative
391,2007-07-25,The 2006 BSP Praise Awards: A HARVEST of EXCELLENCE,-0.49760625723799967,-0.495405912399292,0.0,1.0,0.0,23.0,negative
392,2007-07-24,Strengthening the Foundation for Effective Governance,-0.5042094035086998,-0.4950298070907593,0.0,1.0,0.0,90.0,negative
393,2007-07-23,Remarks,-0.5065069374453519,-0.5011741518974304,0.0,1.0,0.0,27.0,negative
394,2007-07-20,2007 Awarding Ceremony for BSP Stakeholders,-0.5160349739062322,-0.5213381052017212,0.0,1.0,0.0,15.0,negative
395,2007-07-20,Improving Lives Through Better Access to Credit,-0.5002075868255612,-0.5044339299201965,0.0,1.0,0.0,30.0,negative
396,2007-07-20,Leading the Way Toward Growth and Development,-0.5008672315664117,-0.4974238872528076,0.0,1.0,0.0,23.0,negative
397,2007-07-10,The ING-FINEX Search for CFO of the Year Award: A Search for Inspiring Leadership,-0.5069482888187374,-0.4908261001110077,0.0,1.0,0.0,25.0,negative
398,2007-07-08,Keynote Address,-0.5113512425370169,-0.500307023525238,0.0,1.0,0.0,83.0,negative
