speech_id,date,title,tone_mean,tone_median,pos_share,neg_share,neu_share,n_sent,label_majority
399,2007-07-04,2007 Awarding Ceremony for BSP Stakeholders,-0.5115069625233966,-0.5007724761962891,0.0,1.0,0.0,29.0,negative
400,2007-07-03,The BSP @ 14: Moving with the Power of One in the Service of the Filipino People,-0.520206472073671,-0.5134463310241699,0.0,1.0,0.0,86.0,negative
401,2007-07-03,Layon: Money as Vision of a Nation,-0.48346939363927816,-0.4984773099422455,0.0,1.0,0.0,23.0,negative
402,2007-06-29,Global Awareness of the Philippine Market,-0.536865552239444,-0.5268853902816772,0.0,1.0,0.0,26.0,negative
403,2007-06-14,Launching Program for the BSP e-Rediscounting System (ERS) in La Union,-0.49535922088623047,-0.5074729919433594,0.0,1.0,0.0,31.0,negative
404,2007-06-13,RBAP-MABS: Providing Wider and Deeper Access to Microfinance,-0.5042674180395046,-0.5018479228019714,0.0,1.0,0.0,58.0,negative
405,2007-06-06,Opening Remarks,-0.5123850389016508,-0.5046392679214478,0.0,1.0,0.0,39.0,negative
406,2007-06-05,Keynote Address,-0.5116251993729518,-0.5025672912597656,0.0,1.0,0.0,50.0,negative
407,2007-05-11,The 5th Microentrepreneur of the Year Awards,-0.5015412551543841,-0.5036972165107727,0.0,1.0,0.0,54.0,negative
408,2007-04-19,Harnessing Credit for a Better Life for All,-0.5123767372897483,-0.5017675757408142,0.0,1.0,0.0,63.0,negative
409,2007-04-12,Nurturing Financially Literate Filipinos,-0.5173866640764155,-0.5212390422821045,0.0,1.0,0.0,29.0,negative
410,2007-03-30,Trust Reforms: Positioning the Business for Growth,-0.5218106303158886,-0.5116279125213623,0.0,1.0,0.0,86.0,negative
411,2007-03-15,"Migration, Remittances, Economic Development and the Role of Banks",-0.505877125115434,-0.5049642324447632,0.0,1.0,0.0,38.0,negative
412,2007-03-01,Remarks,-0.4859409717460987,-0.4943506717681885,0.0,1.0,0.0,64.0,negative
413,2007-02-28,Fiscal and Debt Sustainability: Developments and Policy Implications,-0.5294853281119442,-0.5188201665878296,0.0,1.0,0.0,97.0,negative
414,2007-02-26,Opening Remarks,-0.506557298406189,-0.5003187656402588,0.0,1.0,0.0,36.0,negative
415,2007-02-21,Inspirational Message,-0.520573868248999,-0.5218930244445801,0.0,1.0,0.0,18.0,negative
416,2007-02-20,A tipping point and a rising tide is lifting up the Philippine economy,-0.5483975274270277,-0.5467606782913208,0.0,1.0,0.0,23.0,negative
417,2007-02-06,BSP & BMAP: Continuing Partnership for a Stronger Banking System,-0.5218026291968217,-0.5144835710525513,0.0,1.0,0.0,88.0,negative
418,2007-01-16,The BSP and the Banking Community: A Partnership for a Better Year in 2007,-0.5285232031662512,-0.5299912691116333,0.0,1.0,0.0,62.0,negative
419,2006-12-19,Delivered by Solidarity at the BSP: The Power of One,-0.5255786831048386,-0.5366015434265137,0.0,1.0,0.0,42.0,negative
420,2006-12-15,Remarks,-0.5249015018594787,-0.5286252498626709,0.0,1.0,0.0,10.0,negative
421,2006-12-06,Keynote Address,-0.5078354739075622,-0.48940378427505493,0.0,1.0,0.0,101.0,negative
422,2006-12-05,Keynote Address,-0.498667125683808,-0.5011575222015381,0.0,1.0,0.0,15.0,negative
423,2006-12-04,Opening Statement for the FOCAP Meeting,-0.520592876277253,-0.5076473951339722,0.0,1.0,0.0,39.0,negative
424,2006-11-28,Keynote Address,-0.5376137344730448,-0.5279942154884338,0.0,1.0,0.0,69.0,negative
425,2006-11-23,Strengthening Partnerships for a More Resilient Banking System,-0.5153892543487048,-0.5143235325813293,0.0,1.0,0.0,29.0,negative
426,2006-08-04,Innovative And Efficient Delivery Channels For Banking Services,-0.5183443370890819,-0.5105088353157043,0.0,1.0,0.0,32.0,negative
427,2006-06-20,Remarks,-0.5081153215687316,-0.5089761018753052,0.0,1.0,0.0,22.0,negative
428,2006-06-20,Remarks,-0.515369150217052,-0.5175762176513672,0.0,1.0,0.0,15.0,negative
429,2006-06-20,Bancnet and Expressnet Interconnection Unified ATM Network Infrastructure Nationwide,-0.4966775572226371,-0.4914952516555786,0.0,1.0,0.0,24.0,negative
430,2006-06-18,Closing Remarks,-0.5312468988677197,-0.5333575010299683,0.0,1.0,0.0,50.0,negative
431,2006-06-14,Opening Remarks,-0.523012893248192,-0.52427077293396,0.0,1.0,0.0,22.0,negative
432,2006-06-13,Welcome remarks,-0.5018364340711982,-0.49915674328804016,0.0,1.0,0.0,27.0,negative
433,2006-06-05,"Welcome Remarks For The Meeting On ""Restoring TheSierra Madre Range""",-0.5286215477751129,-0.5287129878997803,0.0,1.0,0.0,16.0,negative
434,2006-06-01,Remarks,-0.5192437773875598,-0.5095639824867249,0.0,1.0,0.0,27.0,negative
435,2006-05-19,A message for the Microfinance Sector,-0.5189926305540841,-0.5107627511024475,0.0,1.0,0.0,44.0,negative
436,2006-05-17,The state of the Philippine Economy and Policy Directions of the Bangko Sentral ng Pilipinas,-0.5334256980726828,-0.5330480933189392,0.0,1.0,0.0,73.0,negative
437,2006-05-08,Message,-0.5046909514148503,-0.5059995651245117,0.0,1.0,0.0,19.0,negative
438,2006-03-29,Ushering the Philippine Financial Sector to Global Best Practices,-0.5043355918200285,-0.49916696548461914,0.0,1.0,0.0,81.0,negative
439,2006-03-24,The Outlook for the Philippine Economy and Policy Directions in 2006,-0.5354774058616111,-0.5282872915267944,0.0,1.0,0.0,69.0,negative
440,2006-03-17,Keynote address,-0.5134798849096183,-0.49862241744995117,0.0,1.0,0.0,84.0,negative
441,2006-03-17,Transparency and Communication in Central Banking,-0.5064538246204926,-0.5005199909210205,0.0,1.0,0.0,70.0,negative
442,2006-03-13,Outlook on the Country's Economic Condition and the Role of Information Technology to Uplift Economic Growth,-0.5196851261972768,-0.5121499300003052,0.0,1.0,0.0,67.0,negative
443,2006-03-08,One Step Beyond: Making Ourselves Count for Others,-0.5188666938079728,-0.5168316960334778,0.0,1.0,0.0,38.0,negative
444,2006-03-01,Towards a Shared Vision for Capital Market Reforms,-0.5063918972882122,-0.5033898949623108,0.0,1.0,0.0,58.0,negative
445,2006-02-09,The Philippine Economy: Developments and Prospects,-0.5328915609060229,-0.5281393527984619,0.0,1.0,0.0,80.0,negative
446,2006-02-03,Investor Protection and Market Discipline: A Common Goal,-0.525248146140009,-0.5142460465431213,0.0,1.0,0.0,28.0,negative
447,2006-01-26,Working Together for a Better Nation,-0.5097761941993979,-0.505692720413208,0.0,1.0,0.0,64.0,negative
448,2006-01-24,The Philippine Economy: The Continuing Challenge,-0.5276388123363931,-0.5216121077537537,0.0,1.0,0.0,92.0,negative
449,2006-01-17,New Year Message 2006,-0.5047830320116299,-0.5154467225074768,0.0,1.0,0.0,30.0,negative
450,2006-01-14,Turning Challenges into Opportunities,-0.5039007832710507,-0.5045062303543091,0.0,1.0,0.0,61.0,negative
451,2006-01-05,"Philippine Economy: Recent Economic Developments, Outlook and Policy Directions for 2006; Making the Best of Times",-0.5269166039998512,-0.5211585164070129,0.0,1.0,0.0,96.0,negative
452,2005-12-04,Welcome remarks,-0.5065341854820937,-0.5081088542938232,0.0,1.0,0.0,26.0,negative
453,2005-11-25,Closing keynote address,-0.509597644286278,-0.5094555020332336,0.0,1.0,0.0,65.0,negative
454,2005-11-24,Welcome Remarks,-0.529235526736304,-0.5282482504844666,0.0,1.0,0.0,16.0,negative
455,2005-11-15,Remarks,-0.5197261169269272,-0.5136964321136475,0.0,1.0,0.0,18.0,negative
456,2005-11-14,The BSP's Barya sa Pagkakawanggawa,-0.5306899240858043,-0.5302998423576355,0.0,1.0,0.0,47.0,negative
457,2005-11-11,Accounting Reforms Toward Good Corporate Governance,-0.4998009752817766,-0.49403589963912964,0.0,1.0,0.0,54.0,negative
458,2005-11-11,Banking for Sustainable Development Through a Socially-Responsible Financial Sector,-0.5043963528351104,-0.5017765164375305,0.0,1.0,0.0,94.0,negative
459,2005-09-19,Stimulating the Growth of Microfinance in the Philippines,-0.5035682365758141,-0.49990177154541016,0.0,1.0,0.0,71.0,negative
460,2005-08-23,Capital Market: A Cornerstone of BSP Financial Reform Agenda,-0.5174776480831188,-0.5089174509048462,0.0,1.0,0.0,73.0,negative
461,2005-07-04,"Continuity in a Time of Change (Inaugural Speech of Governor Amando M. Tetangco, Jr.)",-0.5242335153991451,-0.5206116437911987,0.0,1.0,0.0,83.0,negative
462,2005-03-04,A Perspective on Reforms for Sustainable Economic Growth,-0.5200021710420945,-0.5097691416740417,0.0,1.0,0.0,69.0,negative
463,2005-02-26,Welcome Remarks,-0.49773986093830647,-0.4911671578884125,0.0,1.0,0.0,25.0,negative
464,2005-02-21,Opening Remarks,-0.5127034383633781,-0.5112084746360779,0.0,1.0,0.0,22.0,negative
465,2005-02-17,Taking Up the Challenge,-0.5142651822748063,-0.510794997215271,0.0,1.0,0.0,80.0,negative
466,2005-02-14,"Keeping Up the Tempo of Progress in the Year of the Rooster,",-0.523844900403836,-0.5153597593307495,0.0,1.0,0.0,57.0,negative
467,2005-02-05,Opening Remarks,-0.518913172294924,-0.5141246914863586,0.0,1.0,0.0,73.0,negative
468,2005-01-21,Opening Remarks,-0.5152214070948044,-0.5038918256759644,0.0,1.0,0.0,18.0,negative
469,2005-01-21,Closing Remarks,-0.5191508461730648,-0.5334214568138123,0.0,1.0,0.0,19.0,negative
470,2005-01-19,Deepening Domestic Financial Reforms,-0.5191296399630049,-0.5080861449241638,0.0,1.0,0.0,78.0,negative
471,2005-01-18,New Year Message 2005,-0.5179368249233695,-0.5104076862335205,0.0,1.0,0.0,66.0,negative
472,2005-01-17,Keynote Address,-0.4837764345955651,-0.4791983664035797,0.0,1.0,0.0,25.0,negative
473,2005-01-10,Closing Remarks,-0.5200779935532645,-0.5079252123832703,0.0,1.0,0.0,28.0,negative
474,2005-01-10,Opening Remarks,-0.5269322766340928,-0.5168329477310181,0.0,1.0,0.0,25.0,negative
475,2004-11-23,BSP-BAP Partnership: A Vote for Continuing Innovation,-0.517268351446067,-0.5053892135620117,0.0,1.0,0.0,26.0,negative
476,2004-11-18,Opening Remarks,-0.5099233900229942,-0.4939441680908203,0.0,1.0,0.0,36.0,negative
477,2004-11-13,Building a Coalition of the Willing for a Progressive Philippine Financial System,-0.5093074308160277,-0.5068820714950562,0.0,1.0,0.0,91.0,negative
478,2004-10-29,Opening Remarks,-0.5268652268742148,-0.5248337984085083,0.0,1.0,0.0,17.0,negative
479,2004-10-25,Welcome Remarks,-0.5413683620483979,-0.5446396470069885,0.0,1.0,0.0,22.0,negative
480,2004-08-26,Raising the Bar on Consumer Banking Service,-0.4963393227530123,-0.4864473044872284,0.0,1.0,0.0,23.0,negative
481,2004-08-25,Keynote Address,-0.4954419366531771,-0.4948751628398895,0.0,1.0,0.0,55.0,negative
482,2004-07-30,Sustaining Macroeconomic Stability Through Fiscal Consolidation,-0.5397474174979,-0.5390853881835938,0.0,1.0,0.0,62.0,negative
483,2004-07-29,Housing as Catalyst for Economic Recovery,-0.5131332019420835,-0.5121169090270996,0.0,1.0,0.0,84.0,negative
484,2004-07-28,Fostering Economic Recovery Through Capital Market Development,-0.5181808100908624,-0.5149581432342529,0.0,1.0,0.0,82.0,negative
485,2004-07-26,Message,-0.49955360389891124,-0.5111165642738342,0.0,1.0,0.0,18.0,negative
486,2004-07-21,Strong Corporate Governance - Banks' Passport to Basel 2,-0.4957973436011126,-0.4894006848335266,0.0,1.0,0.0,110.0,negative
487,2004-07-21,Closing Remarks,-0.5205705922082282,-0.5302224159240723,0.0,1.0,0.0,24.0,negative
488,2004-07-07,Message,-0.5170660394013391,-0.5158411264419556,0.0,1.0,0.0,31.0,negative
489,2004-07-05,Strengthening the Financial System Through a World-Class Payments and Settlements System,-0.5205440140830145,-0.5064077377319336,0.0,1.0,0.0,37.0,negative
490,2004-07-05,FSF: Strengthening the Philippine Financial System,-0.5129999609109832,-0.5113329887390137,0.0,1.0,0.0,38.0,negative
491,2004-07-05,Mind the Gap,-0.5113616568666782,-0.5108904838562012,0.0,1.0,0.0,40.0,negative
492,2004-07-05,11th BSP Anniversary Message,-0.5250406765644896,-0.5206766724586487,0.0,1.0,0.0,100.0,negative
493,2004-06-30,The Rural Banking System: Recent Developments and Key Challenges,-0.5003775116506514,-0.5010700225830078,0.0,1.0,0.0,53.0,negative
494,2004-06-16,Opening Statement for FOCAP Meeting,-0.5311325683967391,-0.5258387923240662,0.0,1.0,0.0,14.0,negative
495,2004-06-16,The Financial System in Post-Election Philippines,-0.5355645549698391,-0.5347366333007812,0.0,1.0,0.0,74.0,negative
496,2004-06-10,Inspirational Message,-0.5157951566552871,-0.5121119022369385,0.0,1.0,0.0,48.0,negative
497,2004-06-09,Inspirational Message,-0.5375273739048045,-0.5347695350646973,0.0,1.0,0.0,59.0,negative
498,2004-06-04,The 2nd Citibank Microentrepreneur of the Year Award,-0.487690809723955,-0.4915337860584259,0.0,1.0,0.0,60.0,negative
499,2004-06-04,DENR and BSP: Forging an Enduring Partnership,-0.5021740942086366,-0.5189685821533203,0.0,1.0,0.0,20.0,negative
500,2004-06-01,Welcome Remarks,-0.5400991193018854,-0.5360494256019592,0.0,1.0,0.0,15.0,negative
501,2004-05-28,Inspirational Message,-0.5235510665005532,-0.5214527249336243,0.0,1.0,0.0,25.0,negative
502,2004-05-20,Remarks,-0.5174681305375873,-0.5207966566085815,0.0,1.0,0.0,22.0,negative
503,2004-05-13,Corporate Governance Reforms in the Banking Sector,-0.4960651925450529,-0.49004146456718445,0.0,1.0,0.0,49.0,negative
504,2004-04-19,Opening Remarks,-0.5061552739824187,-0.503068208694458,0.0,1.0,0.0,29.0,negative
505,2004-04-16,Some Thoughts on the Budget Deficit,-0.5259759760300814,-0.5203341841697693,0.0,1.0,0.0,104.0,negative
506,2004-04-14,Closing Remarks,-0.5225648156483658,-0.5138484835624695,0.0,1.0,0.0,21.0,negative
507,2004-04-13,HSBC: Keeping Faith in the Philippines and its Potentials,-0.5299977386419752,-0.5163631439208984,0.0,1.0,0.0,22.0,negative
508,2004-04-02,Remarks,-0.5205454203196698,-0.5195760130882263,0.0,1.0,0.0,49.0,negative
509,2004-03-31,PRAISE: Excellence Beyond Expectations,-0.5114431004971266,-0.516653835773468,0.0,1.0,0.0,39.0,negative
510,2004-03-30,Response,-0.5328673084517969,-0.5185091495513916,0.0,1.0,0.0,23.0,negative
511,2004-03-29,Closing Remarks,-0.5221421668773096,-0.5162123441696167,0.0,1.0,0.0,21.0,negative
512,2004-03-22,Banking Reforms and the Development of the Domestic Capital Market,-0.5130872894006017,-0.5107534527778625,0.0,1.0,0.0,76.0,negative
513,2004-03-11,The State of the Thrift Banking Industry and its Future,-0.5086820551350664,-0.5029058456420898,0.0,1.0,0.0,71.0,negative
514,2004-03-04,Message,-0.5110222175242795,-0.5068696737289429,0.0,1.0,0.0,23.0,negative
515,2004-02-18,Promoting Microfinance: The Role of the Central Bank,-0.5031577996280198,-0.495950847864151,0.0,1.0,0.0,65.0,negative
516,2004-02-17,E-Banking Climate in the Philippines,-0.5068411193265815,-0.5033817291259766,0.0,1.0,0.0,57.0,negative
517,2004-01-30,Remarks,-0.5322863925489036,-0.5242179036140442,0.0,1.0,0.0,13.0,negative
518,2004-01-28,Remarks,-0.5032972134451248,-0.50015789270401,0.0,1.0,0.0,37.0,negative
519,2004-01-07,Remarks,-0.5128384684570707,-0.5199277400970459,0.0,1.0,0.0,30.0,negative
520,2003-12-18,Christmas Message,-0.5340704057552961,-0.5348237752914429,0.0,1.0,0.0,25.0,negative
521,2003-12-15,Payment Systems Reforms and Anti-Money Laundering Initiatives,-0.49923252955687747,-0.4968456029891968,0.0,1.0,0.0,48.0,negative
522,2003-12-03,Coming Home to Bangko Sentral ng Pilipinas,-0.511294938321677,-0.519740104675293,0.0,1.0,0.0,45.0,negative
523,2003-11-30,Regional Initiatives in Developing the Regional Bond Market,-0.5165978298982786,-0.5086743831634521,0.0,1.0,0.0,66.0,negative
524,2003-11-25,Remarks,-0.5223189905441596,-0.5234395265579224,0.0,1.0,0.0,19.0,negative
525,2003-11-21,Strengthening Risk Management in Philippine Banking,-0.5049340691225541,-0.5003966689109802,0.0,1.0,0.0,72.0,negative
526,2003-11-19,Closing Remarks,-0.5029513627588323,-0.4991205632686615,0.0,1.0,0.0,33.0,negative
527,2003-11-14,Inspirational Message,-0.49757520682614403,-0.5078416466712952,0.0,1.0,0.0,29.0,negative
528,2003-11-13,Remarks,-0.5250420971836385,-0.5183476805686951,0.0,1.0,0.0,56.0,negative
529,2003-09-15,Keeping the Public Trust,-0.5064705844758466,-0.5009533166885376,0.0,1.0,0.0,28.0,negative
530,2003-09-12,Closing Remarks,-0.5268632724219598,-0.5148884057998657,0.0,1.0,0.0,32.0,negative
531,2003-09-11,Opening Remarks,-0.5199929645058999,-0.5094395875930786,0.0,1.0,0.0,33.0,negative
532,2003-09-10,Opening Remarks,-0.5268309395497953,-0.5189613103866577,0.0,1.0,0.0,31.0,negative
533,2003-09-05,Building Capabilities Through MABS Service Providers,-0.4981976853262994,-0.49939867854118347,0.0,1.0,0.0,27.0,negative
534,2003-08-28,Keeping Faith in the Face of Adversity,-0.49668908285899505,-0.50075763463974,0.0,1.0,0.0,61.0,negative
535,2003-08-27,Presentation of Megalink's Electronic Settlement Facility,-0.5034892879497825,-0.49766647815704346,0.0,1.0,0.0,23.0,negative
536,2003-07-24,PRIME-ing the Local Banking Industry,-0.5164967489569154,-0.5078988671302795,0.0,1.0,0.0,30.0,negative
537,2003-07-23,Message,-0.5014336076604218,-0.5035144090652466,0.0,1.0,0.0,40.0,negative
538,2003-07-21,BSP PRAISE Awardees - Raising the Bar for Excellence,-0.5069227733718815,-0.5118647217750549,0.0,1.0,0.0,28.0,negative
539,2003-07-16,Remarks,-0.5061172846431438,-0.5029059648513794,0.0,1.0,0.0,20.0,negative
540,2003-07-07,Towards a Resilient Rural Banking Industry,-0.5057732323589532,-0.5029656291007996,0.0,1.0,0.0,55.0,negative
541,2003-07-04,Message,-0.5244544822141665,-0.5152066946029663,0.0,1.0,0.0,35.0,negative
542,2003-07-03,Official Launch and Inauguration of The PICC Forum,-0.5059017987921834,-0.4968397319316864,0.0,1.0,0.0,20.0,negative
543,2003-07-03,"Recent Economic Developments, Prospects and BSP Initiatives",-0.5183753491259735,-0.5220935344696045,0.0,1.0,0.0,69.0,negative
544,2003-07-03,Message,-0.5081952014940894,-0.5103782415390015,0.0,1.0,0.0,41.0,negative
545,2003-07-03,Bangko Sentral ng Pilipinas @ 10,-0.5160150191611012,-0.5198236703872681,0.0,1.0,0.0,56.0,negative
546,2003-06-17,The Challenge of Being the Governor of Bangko Sentral ng Pilipinas,-0.5217216727943379,-0.5069260597229004,0.0,1.0,0.0,86.0,negative
547,2003-01-13,Strengthening Links with Our Partners at PNP,-0.5257799021612768,-0.522942066192627,0.0,1.0,0.0,108.0,negative
548,2003-01-10,New Year's Message 2003,-0.5281418697717034,-0.526492714881897,0.0,1.0,0.0,48.0,negative
549,2002-12-16,BSP and USAID: Joining Forces in the Fight Against Poverty,-0.5031195871035258,-0.5041382312774658,0.0,1.0,0.0,18.0,negative
550,2002-12-12,Joining Hands for a World-Class Philippine Payment System (PhilPass),-0.5191576059766718,-0.504489541053772,0.0,1.0,0.0,29.0,negative
551,2002-11-19,The First Citibank Microentreprenuer of the Year Award,-0.49992440141359784,-0.4927682876586914,0.0,1.0,0.0,52.0,negative
552,2002-11-14,Welcome Remarks,-0.5308738420991337,-0.5393269062042236,0.0,1.0,0.0,7.0,negative
553,2002-11-08,Closing Remarks,-0.5021824211174366,-0.5023444890975952,0.0,1.0,0.0,37.0,negative
554,2002-11-07,CFAs: Developing a Culture that Rewards Ethical Behavior,-0.5202002157086552,-0.5201385021209717,0.0,1.0,0.0,52.0,negative
555,2002-10-25,Closing Remarks,-0.501688172419866,-0.5044180154800415,0.0,1.0,0.0,22.0,negative
556,2002-10-24,Opening Remarks,-0.5178231528024857,-0.5347695350646973,0.0,1.0,0.0,23.0,negative
557,2002-09-11,Welcome Remarks,-0.5050628662526191,-0.5026907920837402,0.0,1.0,0.0,33.0,negative
558,2002-09-06,A Monetary Policy Framework to Support Economic Recovery and Maintain Price Stability,-0.5248802660626529,-0.522573709487915,0.0,1.0,0.0,111.0,negative
559,2002-09-06,Taking the High Road,-0.49459835334541496,-0.4954395294189453,0.0,1.0,0.0,102.0,negative
560,2002-08-29,Building Local Economies Through Rural Banks,-0.5060456688510986,-0.5023235082626343,0.0,1.0,0.0,79.0,negative
561,2002-08-27,Bankers and Chambers: Creating Good Synergy for the Country,-0.5193199812251136,-0.5172392129898071,0.0,1.0,0.0,59.0,negative
562,2002-08-07,Championing Corporate Governance in Banking,-0.5162546815863555,-0.4995734691619873,0.0,1.0,0.0,44.0,negative
563,2002-07-23,A Salute to Prime Assets of the Bangko Sentral ng Pilipinas,-0.5143790115046021,-0.5184410214424133,0.0,1.0,0.0,66.0,negative
564,2002-07-18,Message,-0.5218383993127663,-0.5199992060661316,0.0,1.0,0.0,31.0,negative
565,2002-07-17,Team Philippines: Sustaining Growth for the Long-Term,-0.5211125086516206,-0.5167654752731323,0.0,1.0,0.0,73.0,negative
566,2002-07-03,BSP at 9: High Scores for Price and Banking Stability,-0.5087344255564892,-0.5153078436851501,0.0,1.0,0.0,85.0,negative
567,2002-07-01,Remarks,-0.497541050707537,-0.4855306148529053,0.0,1.0,0.0,10.0,negative
568,2002-05-22,Stronger RP-U.S. Links Against Money Laundering,-0.5259537728365786,-0.5363747477531433,0.0,1.0,0.0,12.0,negative
569,2002-05-14,Strengthening Links with AMLC Partners,-0.507251935014465,-0.5071427226066589,0.0,1.0,0.0,24.0,negative
570,2002-05-05,Closing Remarks,-0.5194768247726772,-0.5259107947349548,0.0,1.0,0.0,13.0,negative
571,2002-05-03,Opening Remarks,-0.5112538523172616,-0.5064356327056885,0.0,1.0,0.0,18.0,negative
572,2002-04-26,Speech,-0.5269522129395686,-0.526542067527771,0.0,1.0,0.0,53.0,negative
573,2002-04-12,Opening Remarks,-0.5309918377962377,-0.5369012951850891,0.0,1.0,0.0,20.0,negative
574,2002-04-03,Message,-0.524308966684945,-0.5215678215026855,0.0,1.0,0.0,6.0,negative
575,2002-03-26,Remarks,-0.5116889702402195,-0.5074528455734253,0.0,1.0,0.0,41.0,negative
576,2002-03-25,Remarks,-0.49026887180515033,-0.4897356331348419,0.0,1.0,0.0,49.0,negative
577,2001-12-10,Looking Beyond R.A. 9160,-0.5040150613559152,-0.49003931879997253,0.0,1.0,0.0,42.0,negative
578,2001-12-04,Working Towards a Revitalized Banking Industry,-0.5099754956160061,-0.5017024278640747,0.0,1.0,0.0,99.0,negative
579,2001-11-08,Remarks,-0.5041264998222178,-0.5109044313430786,0.0,1.0,0.0,11.0,negative
580,2001-11-07,Remarks,-0.5199864388600992,-0.519952118396759,0.0,1.0,0.0,79.0,negative
581,2001-10-16,The Role of Communications in Times of Economic Uncertainty,-0.5250233918888492,-0.5247541666030884,0.0,1.0,0.0,93.0,negative
582,2001-10-16,Effects of the Anti-Money Laundering Law on the Banking And Financial System,-0.5067544538636388,-0.5029408931732178,0.0,1.0,0.0,74.0,negative
583,2001-10-06,Keynote Address,-0.5149672828089387,-0.518768846988678,0.0,1.0,0.0,41.0,negative
584,2001-10-05,Republic Act 9160 in Perspective,-0.49099042027427864,-0.48347359895706177,0.0,1.0,0.0,64.0,negative
585,2001-09-10,Microfinance: An Opportunity for the Banking System,-0.5005081231844746,-0.4988626539707184,0.0,1.0,0.0,67.0,negative
586,2001-09-05,"The Philippine Economy: Monetary, External and",-0.5230672095641162,-0.5194340348243713,0.0,1.0,0.0,80.0,negative
587,2001-09-05,Anti-Money Laundering Law: A Work in Progress,-0.5107616821588096,-0.4982670843601227,0.0,1.0,0.0,55.0,negative
588,2001-09-04,Message,-0.4497101240036056,-0.451033353805542,0.0,1.0,0.0,6.0,negative
589,2001-08-31,Rural Banks: Pillars in the Development of Local Economies,-0.5177043157062972,-0.5077556371688843,0.0,1.0,0.0,78.0,negative
590,2001-08-29,Towards Innovation in the Rural Banking Industry,-0.5153778671696999,-0.505325436592102,0.0,1.0,0.0,60.0,negative
591,2001-08-24,Speech,-0.5389658451399824,-0.5374914407730103,0.0,1.0,0.0,54.0,negative
592,2001-08-09,The BSP: Ensuring the Proper Environment for Sustainable Growth,-0.530461606730478,-0.5314977169036865,0.0,1.0,0.0,67.0,negative
593,2001-08-06,Remarks,-0.5139831281755194,-0.521915078163147,0.0,1.0,0.0,34.0,negative
594,2001-07-31,BSP Supports Global Campaign Against Money Laundering,-0.5020644677501751,-0.5049569606781006,0.0,1.0,0.0,49.0,negative
595,2001-07-25,Remarks on Signing of Syndicated Notes Facility Agreement,-0.5181153606900499,-0.5057262778282166,0.0,1.0,0.0,14.0,negative
596,2001-07-18,Moving Towards Bank Excellent and Financial Stability in the 21st Century,-0.5068627632717018,-0.5003278255462646,0.0,1.0,0.0,68.0,negative
597,2001-07-13,Monument More Enduring Than Bronze,-0.5010297786353046,-0.506471574306488,0.0,1.0,0.0,57.0,negative
598,2001-07-03,Anniversary Message,-0.5261246684628228,-0.5290915369987488,0.0,1.0,0.0,59.0,negative
599,2001-06-29,The Role of the Philippine Banking Sector in the Promotion of Sustainable Development,-0.5151888201113809,-0.5088268518447876,0.0,1.0,0.0,36.0,negative
600,2001-06-25,Opening Statement,-0.5215338757437988,-0.5208806395530701,0.0,1.0,0.0,36.0,negative
601,2001-06-20,Closing Address,-0.5028965439359446,-0.5084004402160645,0.0,1.0,0.0,25.0,negative
602,2001-05-25,Laying the Foundation for Higher Gear,-0.5074879120272794,-0.5007678270339966,0.0,1.0,0.0,75.0,negative
603,2001-05-17,Policy Thrusts and Prospects in an Uncertain Global Economic Environment,-0.52181853392008,-0.5164511203765869,0.0,1.0,0.0,96.0,negative
604,2001-05-08,An Assessment of Philippine Compliance with International Standards in Banking,-0.5277634109442051,-0.5160953998565674,0.0,1.0,0.0,36.0,negative
605,2001-05-08,"Philippines: Monetary Sector, External Sector and the Financial System",-0.5183214455430257,-0.5120489597320557,0.0,1.0,0.0,94.0,negative
606,2001-04-26,Sustaining Economic Recovery Through Sound Monetary Policy,-0.5192811383232886,-0.5185915231704712,0.0,1.0,0.0,55.0,negative
607,2001-04-25,Ensuring Sustainability of Economic Development,-0.5266138887555957,-0.5202912092208862,0.0,1.0,0.0,51.0,negative
608,2001-04-20,Credit Management in the New Economy,-0.5078158198176204,-0.5033224821090698,0.0,1.0,0.0,60.0,negative
609,2001-04-19,Welcome Remarks,-0.5125212513397788,-0.5124053955078125,0.0,1.0,0.0,15.0,negative
610,2001-04-17,Promoting the Growth and Stability of the Banking System,-0.5160790394106344,-0.5031729340553284,0.0,1.0,0.0,79.0,negative
611,2001-03-29,Keynote Address,-0.5214270671753034,-0.5154845714569092,0.0,1.0,0.0,46.0,negative
612,2001-03-23,Recent Developments in the Philippine Economy,-0.5260935720777319,-0.5208982825279236,0.0,1.0,0.0,67.0,negative
613,2001-03-16,Outlook for Monetary and Banking Policies in the Philippines,-0.5208855498434887,-0.5136364102363586,0.0,1.0,0.0,83.0,negative
614,2001-03-07,Moving Forward with Monetary Policy in 2001,-0.5123755233010077,-0.5085949897766113,0.0,1.0,0.0,93.0,negative
615,2001-03-07,Opening Statement,-0.5257684118066144,-0.5233404636383057,0.0,1.0,0.0,55.0,negative
616,2001-02-26,Opening Remarks,-0.5140139317386108,-0.5074445605278015,0.0,1.0,0.0,43.0,negative
617,2001-02-23,Closing Remarks,-0.49983539482074213,-0.4953519105911255,0.0,1.0,0.0,23.0,negative
618,2001-02-01,Key Emerging Economies Drive to Participate in the Global Markets - What Role for the Financial Services Industry in the Philippines,-0.5095213154547437,-0.4987451136112213,0.0,1.0,0.0,57.0,negative
