window_scheme,horizon_h,model,tone_spec,n,rmse,mae,naive_rmse,naive_mae,pct_improve_vs_naive_rmse,rmse_ratio_vs_naive
expanding,5,Lasso,NEG,46,0.8245048907561205,0.6862263983560338,0.5931232427330431,0.41809499672285044,-39.01072009198252,1.3901072009198252
expanding,5,Lasso,None,46,0.8237566220766507,0.6852828213038736,0.5931232427330431,0.41809499672285044,-38.88456272272787,1.3888456272272787
expanding,5,Lasso,POSNEG,46,0.9511544196911639,0.7922739590908747,0.5931232427330431,0.41809499672285044,-60.36370709540141,1.603637070954014
expanding,5,Lasso,ToneMean,46,0.8611796670147454,0.7188404896557078,0.5931232427330431,0.41809499672285044,-45.1940515847144,1.451940515847144
expanding,5,OLS,NEG,46,0.8264473884478076,0.6819943703989613,0.5931232427330431,0.41809499672285044,-39.33822330745866,1.3933822330745866
expanding,5,OLS,None,46,0.8261786477890061,0.6814526335268986,0.5931232427330431,0.41809499672285044,-39.292913894601526,1.3929291389460152
expanding,5,OLS,POSNEG,46,0.9557170545700783,0.7916341926221504,0.5931232427330431,0.41809499672285044,-61.132962884112416,1.611329628841124
expanding,5,OLS,ToneMean,46,0.8642577963210196,0.7192073276461057,0.5931232427330431,0.41809499672285044,-45.71302118234652,1.4571302118234652
expanding,5,Ridge,NEG,46,0.825061372344334,0.6822623562333776,0.5931232427330431,0.41809499672285044,-39.104542344782665,1.3910454234478267
expanding,5,Ridge,None,46,0.8248123473035109,0.6817438358452478,0.5931232427330431,0.41809499672285044,-39.0625569658797,1.390625569658797
expanding,5,Ridge,POSNEG,46,0.9556583088850265,0.7918830239307291,0.5931232427330431,0.41809499672285044,-61.123058418932274,1.6112305841893226
expanding,5,Ridge,ToneMean,46,0.8639498384397144,0.7197613398012391,0.5931232427330431,0.41809499672285044,-45.661099784040466,1.4566109978404047
expanding,5,SVR,NEG,46,0.6215253324964386,0.45668521023302117,0.5931232427330431,0.41809499672285044,-4.788564621497886,1.0478856462149788
expanding,5,SVR,None,46,0.5519264270630483,0.42331410556563237,0.5931232427330431,0.41809499672285044,6.945742925224888,0.9305425707477512
expanding,5,SVR,POSNEG,46,0.6791663828427655,0.48339388937145283,0.5931232427330431,0.41809499672285044,-14.506789468112169,1.1450678946811217
expanding,5,SVR,ToneMean,46,0.6180870830989069,0.44897014722949946,0.5931232427330431,0.41809499672285044,-4.208879127857707,1.042088791278577
expanding,6,ElasticNet,NEG,45,0.7744824000058314,0.6081442577691275,0.6942245508375836,0.4950871162791631,-11.560790967622285,1.1156079096762228
expanding,6,ElasticNet,None,45,0.7738565725446882,0.6082080289983645,0.6942245508375836,0.4950871162791631,-11.470643268237685,1.1147064326823768
expanding,6,ElasticNet,POSNEG,45,0.9146730618602668,0.7290966886989434,0.6942245508375836,0.4950871162791631,-31.754640592400758,1.3175464059240076
expanding,6,ElasticNet,ToneMean,45,0.8104173601229848,0.639326525524072,0.6942245508375836,0.4950871162791631,-16.73706427483936,1.1673706427483936
expanding,6,Lasso,NEG,45,0.7746153437093551,0.6085890788346554,0.6942245508375836,0.4950871162791631,-11.579940924702223,1.1157994092470223
expanding,6,Lasso,None,45,0.7740658120457085,0.6086516481815856,0.6942245508375836,0.4950871162791631,-11.500783300129068,1.1150078330012907
expanding,6,Lasso,POSNEG,45,0.9111126560985785,0.726433474981701,0.6942245508375836,0.4950871162791631,-31.24177976698157,1.3124177976698157
expanding,6,Lasso,ToneMean,45,0.8096633052569464,0.6385985646090342,0.6942245508375836,0.4950871162791631,-16.628445980495165,1.1662844598049518
expanding,6,OLS,NEG,45,0.7757583053838552,0.6062429139967349,0.6942245508375836,0.4950871162791631,-11.74457953811931,1.1174457953811932
expanding,6,OLS,None,45,0.7749433612848622,0.6058077478753862,0.6942245508375836,0.4950871162791631,-11.627190416975477,1.1162719041697549
expanding,6,OLS,POSNEG,45,0.9176487240318928,0.7289878004530598,0.6942245508375836,0.4950871162791631,-32.183271669771315,1.321832716697713
expanding,6,OLS,ToneMean,45,0.8111636741375382,0.6364692168771245,0.6942245508375836,0.4950871162791631,-16.84456753349723,1.1684456753349723
expanding,6,Ridge,NEG,45,0.7745600515217089,0.6053130756419106,0.6942245508375836,0.4950871162791631,-11.571976327717067,1.1157197632771707
