window_scheme,horizon_h,model,tone_spec,origin_date,y_true,y_pred,error
expanding,1,ElasticNet,NEG,2016-01-01,2.52504,3.454415722818281,-0.9293757228182806
expanding,1,ElasticNet,NEG,2016-02-01,2.5197684210526314,3.6176635007264846,-1.0978950796738531
expanding,1,ElasticNet,NEG,2016-03-01,2.528319047619048,3.2208797249437,-0.6925606773246518
expanding,1,ElasticNet,NEG,2016-04-01,2.523847619047619,3.626085066550894,-1.102237447503275
expanding,1,ElasticNet,NEG,2016-05-01,2.525338095238096,3.8898998678288708,-1.3645617725907746
expanding,1,ElasticNet,NEG,2016-06-01,2.51565,4.282156470984237,-1.766506470984237
expanding,1,ElasticNet,NEG,2016-07-01,2.5214052631578947,3.666986827678935,-1.14558156452104
expanding,1,ElasticNet,NEG,2016-08-01,2.517215,3.405479071091675,-0.8882640710916747
expanding,1,ElasticNet,NEG,2016-09-01,2.514826315789474,3.4794939072622846,-0.9646675914728107
expanding,1,ElasticNet,NEG,2016-10-01,2.5058625,3.569051702114935,-1.063189202114935
expanding,1,ElasticNet,NEG,2016-11-01,2.5015650000000003,3.573809112620962,-1.0722441126209619
expanding,1,ElasticNet,NEG,2016-12-01,2.518775,3.8964079644716696,-1.3776329644716694
expanding,1,ElasticNet,NEG,2017-01-01,2.527788888888889,4.027806596194602,-1.5000177073057133
expanding,1,ElasticNet,NEG,2017-02-01,2.51759375,4.0448350882693305,-1.5272413382693304
expanding,1,ElasticNet,NEG,2017-03-01,2.535536363636364,4.22405364566569,-1.6885172820293262
expanding,1,ElasticNet,NEG,2017-04-01,2.5772411764705883,4.16448454895057,-1.587243372479982
expanding,1,ElasticNet,NEG,2017-05-01,2.57815,3.3804344163264366,-0.8022844163264367
expanding,1,ElasticNet,NEG,2017-06-01,2.5543,3.671900307694134,-1.117600307694134
expanding,1,ElasticNet,NEG,2017-07-01,2.5655,3.0386244981872284,-0.47312449818722824
expanding,1,ElasticNet,NEG,2017-08-01,2.553335294117648,2.7290810318971856,-0.1757457377795375
expanding,1,ElasticNet,NEG,2017-09-01,2.5712,3.562294928025768,-0.9910949280257677
expanding,1,ElasticNet,NEG,2017-10-01,2.65784,3.3047521219494085,-0.6469121219494083
expanding,1,ElasticNet,NEG,2017-11-01,2.69046,4.003580184265283,-1.3131201842652835
expanding,1,ElasticNet,NEG,2017-12-01,3.0855473684210524,4.154269629083608,-1.0687222606625553
expanding,1,ElasticNet,NEG,2018-01-01,3.0982380952380955,4.212596118856521,-1.1143580236184252
expanding,1,ElasticNet,NEG,2018-02-01,3.075673684210526,4.180572692498594,-1.104899008288068
expanding,1,ElasticNet,NEG,2018-03-01,3.065655,4.361784179321533,-1.2961291793215328
expanding,1,ElasticNet,NEG,2018-04-01,3.15159,4.233030056406093,-1.0814400564060933
expanding,1,ElasticNet,NEG,2018-05-01,3.30657619047619,4.8764791908032565,-1.5699030003270664
expanding,1,ElasticNet,NEG,2018-06-01,3.4621947368421053,4.45407785634905,-0.9918831195069449
expanding,1,ElasticNet,NEG,2018-07-01,3.6392136363636367,4.9683527009675785,-1.3291390646039418
expanding,1,ElasticNet,NEG,2018-08-01,3.934538095238095,5.372568871243243,-1.438030776005148
expanding,1,ElasticNet,NEG,2018-09-01,4.20315,5.007545843320437,-0.804395843320437
expanding,1,ElasticNet,NEG,2018-10-01,4.641321739130435,5.3372173571985355,-0.6958956180681009
expanding,1,ElasticNet,NEG,2018-11-01,4.782921052631579,5.141089119497472,-0.3581680668658933
expanding,1,ElasticNet,NEG,2018-12-01,4.948788235294118,4.6384624284921765,0.31032580680194144
expanding,1,ElasticNet,NEG,2019-01-01,5.096627272727273,4.4132836894723475,0.6833435832549251
expanding,1,ElasticNet,NEG,2019-02-01,5.116333333333333,4.590285660966907,0.5260476723664267
expanding,1,ElasticNet,NEG,2019-03-01,5.169666666666667,4.342722231083751,0.8269444355829156
expanding,1,ElasticNet,NEG,2019-04-01,5.220527777777778,4.358910232791263,0.8616175449865144
expanding,1,ElasticNet,NEG,2019-05-01,5.035757142857143,4.344891940961723,0.69086520189542
expanding,1,ElasticNet,NEG,2019-06-01,4.934044444444444,4.461762396963916,0.4722820474805278
expanding,1,ElasticNet,NEG,2019-07-01,4.7935,4.369051603804123,0.42444839619587693
expanding,1,ElasticNet,NEG,2019-08-01,4.410036842105264,4.307709353496418,0.10232748860884566
expanding,1,ElasticNet,NEG,2019-09-01,4.32444761904762,3.860291501660934,0.4641561173866866
expanding,1,ElasticNet,NEG,2019-10-01,4.088347826086957,3.612172787192208,0.47617503889474877
expanding,1,ElasticNet,NEG,2019-11-01,4.01318,3.3914886809627784,0.6216913190372217
expanding,1,ElasticNet,NEG,2019-12-01,3.979216666666667,3.6207886950017674,0.3584279716648995
expanding,1,ElasticNet,None,2016-01-01,2.52504,3.420531611489094,-0.8954916114890938
expanding,1,ElasticNet,None,2016-02-01,2.5197684210526314,3.6212569727720667,-1.1014885517194353
expanding,1,ElasticNet,None,2016-03-01,2.528319047619048,3.1888120322642988,-0.6604929846452507
expanding,1,ElasticNet,None,2016-04-01,2.523847619047619,3.6492093480444585,-1.1253617289968396
expanding,1,ElasticNet,None,2016-05-01,2.525338095238096,3.926951859998246,-1.4016137647601496
expanding,1,ElasticNet,None,2016-06-01,2.51565,4.295239291855535,-1.779589291855535
expanding,1,ElasticNet,None,2016-07-01,2.5214052631578947,3.6612933179118037,-1.139888054753909
expanding,1,ElasticNet,None,2016-08-01,2.517215,3.3849643148102757,-0.8677493148102755
expanding,1,ElasticNet,None,2016-09-01,2.514826315789474,3.4220252314848434,-0.9071989156953695
expanding,1,ElasticNet,None,2016-10-01,2.5058625,3.485732897275626,-0.9798703972756257
expanding,1,ElasticNet,None,2016-11-01,2.5015650000000003,3.5453739862287774,-1.0438089862287772
expanding,1,ElasticNet,None,2016-12-01,2.518775,3.9694584066073104,-1.4506834066073102
expanding,1,ElasticNet,None,2017-01-01,2.527788888888889,3.9388338491893156,-1.4110449603004267
expanding,1,ElasticNet,None,2017-02-01,2.51759375,3.9676038998960723,-1.4500101498960722
expanding,1,ElasticNet,None,2017-03-01,2.535536363636364,4.220954838549989,-1.6854184749136252
expanding,1,ElasticNet,None,2017-04-01,2.5772411764705883,4.167984662560681,-1.5907434860900924
expanding,1,ElasticNet,None,2017-05-01,2.57815,3.3924383134015113,-0.8142883134015113
expanding,1,ElasticNet,None,2017-06-01,2.5543,3.683440290567666,-1.129140290567666
expanding,1,ElasticNet,None,2017-07-01,2.5655,3.0642320316439906,-0.4987320316439905
expanding,1,ElasticNet,None,2017-08-01,2.553335294117648,2.7356127206366256,-0.1822774265189775
expanding,1,ElasticNet,None,2017-09-01,2.5712,3.5928868838794807,-1.0216868838794806
expanding,1,ElasticNet,None,2017-10-01,2.65784,3.3178450683467804,-0.6600050683467802
expanding,1,ElasticNet,None,2017-11-01,2.69046,4.007333717423379,-1.3168737174233796
expanding,1,ElasticNet,None,2017-12-01,3.0855473684210524,4.163320849608828,-1.077773481187776
expanding,1,ElasticNet,None,2018-01-01,3.0982380952380955,4.243191150338209,-1.1449530551001135
expanding,1,ElasticNet,None,2018-02-01,3.075673684210526,4.220021528203489,-1.1443478439929629
expanding,1,ElasticNet,None,2018-03-01,3.065655,4.368837886906262,-1.3031828869062623
expanding,1,ElasticNet,None,2018-04-01,3.15159,4.27495197343612,-1.1233619734361198
expanding,1,ElasticNet,None,2018-05-01,3.30657619047619,4.8697354924248595,-1.5631593019486694
expanding,1,ElasticNet,None,2018-06-01,3.4621947368421053,4.5006374236841555,-1.0384426868420502
expanding,1,ElasticNet,None,2018-07-01,3.6392136363636367,4.970812553654404,-1.331598917290767
expanding,1,ElasticNet,None,2018-08-01,3.934538095238095,5.327152965024546,-1.3926148697864513
expanding,1,ElasticNet,None,2018-09-01,4.20315,4.96841566295998,-0.7652656629599797
expanding,1,ElasticNet,None,2018-10-01,4.641321739130435,5.3519137997103945,-0.7105920605799598
expanding,1,ElasticNet,None,2018-11-01,4.782921052631579,5.148019319749181,-0.3650982671176015
expanding,1,ElasticNet,None,2018-12-01,4.948788235294118,4.683958365122816,0.2648298701713019
expanding,1,ElasticNet,None,2019-01-01,5.096627272727273,4.37495340687518,0.7216738658520923
expanding,1,ElasticNet,None,2019-02-01,5.116333333333333,4.640449747775435,0.47588358555789867
expanding,1,ElasticNet,None,2019-03-01,5.169666666666667,4.346095205587084,0.8235714610795828
expanding,1,ElasticNet,None,2019-04-01,5.220527777777778,4.394086973478846,0.8264408042989322
expanding,1,ElasticNet,None,2019-05-01,5.035757142857143,4.335142303504166,0.7006148393529772
expanding,1,ElasticNet,None,2019-06-01,4.934044444444444,4.4475458461934805,0.48649859825096353
expanding,1,ElasticNet,None,2019-07-01,4.7935,4.3917947300370965,0.40170526996290334
expanding,1,ElasticNet,None,2019-08-01,4.410036842105264,4.283159993849197,0.1268768482560665
expanding,1,ElasticNet,None,2019-09-01,4.32444761904762,3.911917141308299,0.4125304777393213
expanding,1,ElasticNet,None,2019-10-01,4.088347826086957,3.6350988550437395,0.45324897104321726
expanding,1,ElasticNet,None,2019-11-01,4.01318,3.419258864411505,0.593921135588495
expanding,1,ElasticNet,None,2019-12-01,3.979216666666667,3.6740849961684154,0.3051316704982514
expanding,1,ElasticNet,POSNEG,2016-01-01,2.52504,3.9985811454553777,-1.4735411454553775
expanding,1,ElasticNet,POSNEG,2016-02-01,2.5197684210526314,3.653657156225178,-1.1338887351725466
expanding,1,ElasticNet,POSNEG,2016-03-01,2.528319047619048,3.2621631902084656,-0.7338441425894175
expanding,1,ElasticNet,POSNEG,2016-04-01,2.523847619047619,3.51282807924357,-0.9889804601959513
expanding,1,ElasticNet,POSNEG,2016-05-01,2.525338095238096,4.167611801408795,-1.6422737061706991
expanding,1,ElasticNet,POSNEG,2016-06-01,2.51565,3.998126041339752,-1.4824760413397522
expanding,1,ElasticNet,POSNEG,2016-07-01,2.5214052631578947,3.5722680864583585,-1.0508628233004638
expanding,1,ElasticNet,POSNEG,2016-08-01,2.517215,3.7448875627249887,-1.2276725627249885
expanding,1,ElasticNet,POSNEG,2016-09-01,2.514826315789474,3.6490402458935733,-1.1342139301040994
expanding,1,ElasticNet,POSNEG,2016-10-01,2.5058625,3.837630900220648,-1.331768400220648
expanding,1,ElasticNet,POSNEG,2016-11-01,2.5015650000000003,3.6347476050074103,-1.13318260500741
expanding,1,ElasticNet,POSNEG,2016-12-01,2.518775,3.987925957839722,-1.4691509578397217
expanding,1,ElasticNet,POSNEG,2017-01-01,2.527788888888889,4.382832248660805,-1.8550433597719165
expanding,1,ElasticNet,POSNEG,2017-02-01,2.51759375,4.462524534485845,-1.944930784485845
expanding,1,ElasticNet,POSNEG,2017-03-01,2.535536363636364,4.3377610577148795,-1.8022246940785154
expanding,1,ElasticNet,POSNEG,2017-04-01,2.5772411764705883,4.236369933270307,-1.6591287567997188
expanding,1,ElasticNet,POSNEG,2017-05-01,2.57815,3.272901362346091,-0.694751362346091
expanding,1,ElasticNet,POSNEG,2017-06-01,2.5543,3.640599862009632,-1.086299862009632
expanding,1,ElasticNet,POSNEG,2017-07-01,2.5655,3.252395928374896,-0.6868959283748959
expanding,1,ElasticNet,POSNEG,2017-08-01,2.553335294117648,2.9223101993267964,-0.3689749052091482
expanding,1,ElasticNet,POSNEG,2017-09-01,2.5712,3.355976268902743,-0.7847762689027427
expanding,1,ElasticNet,POSNEG,2017-10-01,2.65784,3.6330812453064576,-0.9752412453064574
expanding,1,ElasticNet,POSNEG,2017-11-01,2.69046,4.275216830776294,-1.5847568307762945
expanding,1,ElasticNet,POSNEG,2017-12-01,3.0855473684210524,4.086277234566796,-1.0007298661457438
expanding,1,ElasticNet,POSNEG,2018-01-01,3.0982380952380955,4.479024374238339,-1.3807862790002434
expanding,1,ElasticNet,POSNEG,2018-02-01,3.075673684210526,4.471889941696434,-1.3962162574859076
expanding,1,ElasticNet,POSNEG,2018-03-01,3.065655,4.358944590119671,-1.2932895901196706
expanding,1,ElasticNet,POSNEG,2018-04-01,3.15159,4.51209691906752,-1.3605069190675203
expanding,1,ElasticNet,POSNEG,2018-05-01,3.30657619047619,4.852103790133128,-1.5455275996569382
expanding,1,ElasticNet,POSNEG,2018-06-01,3.4621947368421053,4.47178718879382,-1.0095924519517143
expanding,1,ElasticNet,POSNEG,2018-07-01,3.6392136363636367,5.013504173726033,-1.3742905373623961
expanding,1,ElasticNet,POSNEG,2018-08-01,3.934538095238095,5.352116069002173,-1.4175779737640783
expanding,1,ElasticNet,POSNEG,2018-09-01,4.20315,5.006449359610051,-0.8032993596100511
expanding,1,ElasticNet,POSNEG,2018-10-01,4.641321739130435,5.626209895116119,-0.9848881559856846
expanding,1,ElasticNet,POSNEG,2018-11-01,4.782921052631579,5.367591257785333,-0.5846702051537536
expanding,1,ElasticNet,POSNEG,2018-12-01,4.948788235294118,4.719893000993254,0.22889523430086367
expanding,1,ElasticNet,POSNEG,2019-01-01,5.096627272727273,4.4529077067299205,0.643719565997352
expanding,1,ElasticNet,POSNEG,2019-02-01,5.116333333333333,3.9759328995494445,1.140400433783889
expanding,1,ElasticNet,POSNEG,2019-03-01,5.169666666666667,4.452547076293619,0.7171195903730485
expanding,1,ElasticNet,POSNEG,2019-04-01,5.220527777777778,4.479516031065374,0.7410117467124042
expanding,1,ElasticNet,POSNEG,2019-05-01,5.035757142857143,4.4188151672095035,0.6169419756476398
expanding,1,ElasticNet,POSNEG,2019-06-01,4.934044444444444,4.437665879684019,0.4963785647604251
expanding,1,ElasticNet,POSNEG,2019-07-01,4.7935,4.275266007887798,0.5182339921122017
expanding,1,ElasticNet,POSNEG,2019-08-01,4.410036842105264,4.270146103987408,0.13989073811785602
expanding,1,ElasticNet,POSNEG,2019-09-01,4.32444761904762,4.053866155608757,0.27058146343886325
expanding,1,ElasticNet,POSNEG,2019-10-01,4.088347826086957,3.755008183080443,0.33333964300651386
expanding,1,ElasticNet,POSNEG,2019-11-01,4.01318,3.4692044404307927,0.5439755595692075
expanding,1,ElasticNet,POSNEG,2019-12-01,3.979216666666667,3.787095991109293,0.19212067555737367
expanding,1,ElasticNet,ToneMean,2016-01-01,2.52504,3.502757657661773,-0.9777176576617728
expanding,1,ElasticNet,ToneMean,2016-02-01,2.5197684210526314,3.6532552441505,-1.1334868230978685
expanding,1,ElasticNet,ToneMean,2016-03-01,2.528319047619048,3.150414740951351,-0.622095693332303
expanding,1,ElasticNet,ToneMean,2016-04-01,2.523847619047619,3.6598021641636223,-1.1359545451160034
expanding,1,ElasticNet,ToneMean,2016-05-01,2.525338095238096,4.0306328433017,-1.505294748063604
expanding,1,ElasticNet,ToneMean,2016-06-01,2.51565,4.245975916842857,-1.7303259168428573
expanding,1,ElasticNet,ToneMean,2016-07-01,2.5214052631578947,3.632707945478394,-1.1113026823204994
expanding,1,ElasticNet,ToneMean,2016-08-01,2.517215,3.4183499346371606,-0.9011349346371604
expanding,1,ElasticNet,ToneMean,2016-09-01,2.514826315789474,3.3941186583492815,-0.8792923425598076
expanding,1,ElasticNet,ToneMean,2016-10-01,2.5058625,3.4563110286796332,-0.9504485286796331
expanding,1,ElasticNet,ToneMean,2016-11-01,2.5015650000000003,3.5139647492533985,-1.0123997492533983
expanding,1,ElasticNet,ToneMean,2016-12-01,2.518775,4.120121331831543,-1.6013463318315426
expanding,1,ElasticNet,ToneMean,2017-01-01,2.527788888888889,3.9334454551178553,-1.4056565662289664
expanding,1,ElasticNet,ToneMean,2017-02-01,2.51759375,3.9371983766684115,-1.4196046266684115
expanding,1,ElasticNet,ToneMean,2017-03-01,2.535536363636364,4.248158945161528,-1.7126225815251637
expanding,1,ElasticNet,ToneMean,2017-04-01,2.5772411764705883,4.175611764904048,-1.5983705884334594
expanding,1,ElasticNet,ToneMean,2017-05-01,2.57815,3.416194670088605,-0.8380446700886051
expanding,1,ElasticNet,ToneMean,2017-06-01,2.5543,3.7017323725554028,-1.1474323725554028
expanding,1,ElasticNet,ToneMean,2017-07-01,2.5655,3.1681271345980426,-0.6026271345980425
expanding,1,ElasticNet,ToneMean,2017-08-01,2.553335294117648,2.801059363668325,-0.24772406955067705
expanding,1,ElasticNet,ToneMean,2017-09-01,2.5712,3.6336706968201335,-1.0624706968201334
expanding,1,ElasticNet,ToneMean,2017-10-01,2.65784,3.409374448464333,-0.7515344484643327
expanding,1,ElasticNet,ToneMean,2017-11-01,2.69046,4.070957454177424,-1.3804974541774238
expanding,1,ElasticNet,ToneMean,2017-12-01,3.0855473684210524,4.1497119961168725,-1.06416462769582
expanding,1,ElasticNet,ToneMean,2018-01-01,3.0982380952380955,4.327289144716891,-1.2290510494787958
expanding,1,ElasticNet,ToneMean,2018-02-01,3.075673684210526,4.307164156758297,-1.231490472547771
expanding,1,ElasticNet,ToneMean,2018-03-01,3.065655,4.375257124592026,-1.309602124592026
expanding,1,ElasticNet,ToneMean,2018-04-01,3.15159,4.339016119179965,-1.1874261191799653
expanding,1,ElasticNet,ToneMean,2018-05-01,3.30657619047619,4.863738173921001,-1.5571619834448107
expanding,1,ElasticNet,ToneMean,2018-06-01,3.4621947368421053,4.530096641879438,-1.0679019050373326
expanding,1,ElasticNet,ToneMean,2018-07-01,3.6392136363636367,4.975319893700527,-1.33610625733689
expanding,1,ElasticNet,ToneMean,2018-08-01,3.934538095238095,5.309881623630803,-1.3753435283927078
expanding,1,ElasticNet,ToneMean,2018-09-01,4.20315,4.950812758892039,-0.747662758892039
expanding,1,ElasticNet,ToneMean,2018-10-01,4.641321739130435,5.395804151296156,-0.7544824121657214
expanding,1,ElasticNet,ToneMean,2018-11-01,4.782921052631579,5.190415616856732,-0.4074945642251526
expanding,1,ElasticNet,ToneMean,2018-12-01,4.948788235294118,4.70244617201038,0.24634206328373764
expanding,1,ElasticNet,ToneMean,2019-01-01,5.096627272727273,4.362293539150196,0.7343337335770768
expanding,1,ElasticNet,ToneMean,2019-02-01,5.116333333333333,4.606138575080549,0.5101947582527844
expanding,1,ElasticNet,ToneMean,2019-03-01,5.169666666666667,4.35823289398644,0.8114337726802274
expanding,1,ElasticNet,ToneMean,2019-04-01,5.220527777777778,4.422918170785937,0.7976096069918412
expanding,1,ElasticNet,ToneMean,2019-05-01,5.035757142857143,4.335153000179149,0.7006041426779941
expanding,1,ElasticNet,ToneMean,2019-06-01,4.934044444444444,4.435650443841897,0.4983940006025467
expanding,1,ElasticNet,ToneMean,2019-07-01,4.7935,4.390389455000289,0.403110544999711
expanding,1,ElasticNet,ToneMean,2019-08-01,4.410036842105264,4.269835691005847,0.14020115109941678
expanding,1,ElasticNet,ToneMean,2019-09-01,4.32444761904762,3.959732147988829,0.36471547105879143
expanding,1,ElasticNet,ToneMean,2019-10-01,4.088347826086957,3.6682534940728324,0.4200943320141244
expanding,1,ElasticNet,ToneMean,2019-11-01,4.01318,3.442814095203903,0.5703659047960974
expanding,1,ElasticNet,ToneMean,2019-12-01,3.979216666666667,3.7236842098892673,0.25553245677739955
expanding,1,Lasso,NEG,2016-01-01,2.52504,3.460308632855061,-0.935268632855061
expanding,1,Lasso,NEG,2016-02-01,2.5197684210526314,3.6210930015426364,-1.101324580490005
expanding,1,Lasso,NEG,2016-03-01,2.528319047619048,3.2102550452103076,-0.6819359975912596
expanding,1,Lasso,NEG,2016-04-01,2.523847619047619,3.6173900907193026,-1.0935424716716837
expanding,1,Lasso,NEG,2016-05-01,2.525338095238096,3.8825396400020837,-1.3572015447639876
expanding,1,Lasso,NEG,2016-06-01,2.51565,4.277048665070007,-1.7613986650700069
expanding,1,Lasso,NEG,2016-07-01,2.5214052631578947,3.6525910431783153,-1.1311857800204206
expanding,1,Lasso,NEG,2016-08-01,2.517215,3.3879695574462207,-0.8707545574462205
expanding,1,Lasso,NEG,2016-09-01,2.514826315789474,3.4627301560756027,-0.9479038402861288
expanding,1,Lasso,NEG,2016-10-01,2.5058625,3.563041569280216,-1.0571790692802159
expanding,1,Lasso,NEG,2016-11-01,2.5015650000000003,3.5762036410652867,-1.0746386410652864
expanding,1,Lasso,NEG,2016-12-01,2.518775,3.887970648048822,-1.3691956480488217
expanding,1,Lasso,NEG,2017-01-01,2.527788888888889,4.01209701968779,-1.484308130798901
expanding,1,Lasso,NEG,2017-02-01,2.51759375,4.055014426532582,-1.5374206765325815
expanding,1,Lasso,NEG,2017-03-01,2.535536363636364,4.2332333070071,-1.6976969433707358
expanding,1,Lasso,NEG,2017-04-01,2.5772411764705883,4.1796081795470155,-1.6023670030764272
expanding,1,Lasso,NEG,2017-05-01,2.57815,3.4055625886554175,-0.8274125886554176
expanding,1,Lasso,NEG,2017-06-01,2.5543,3.6860349661677145,-1.1317349661677145
expanding,1,Lasso,NEG,2017-07-01,2.5655,3.0615044515354515,-0.49600445153545136
expanding,1,Lasso,NEG,2017-08-01,2.553335294117648,2.752866986257988,-0.19953169214034006
expanding,1,Lasso,NEG,2017-09-01,2.5712,3.5726079445990075,-1.0014079445990074
expanding,1,Lasso,NEG,2017-10-01,2.65784,3.318826240578494,-0.6609862405784939
expanding,1,Lasso,NEG,2017-11-01,2.69046,4.010122934453979,-1.3196629344539792
expanding,1,Lasso,NEG,2017-12-01,3.0855473684210524,4.155506378588023,-1.0699590101669707
expanding,1,Lasso,NEG,2018-01-01,3.0982380952380955,4.21002724754562,-1.1117891523075243
expanding,1,Lasso,NEG,2018-02-01,3.075673684210526,4.1868031010567135,-1.1111294168461874
expanding,1,Lasso,NEG,2018-03-01,3.065655,4.374716636061699,-1.3090616360616987
expanding,1,Lasso,NEG,2018-04-01,3.15159,4.251608593663557,-1.1000185936635565
expanding,1,Lasso,NEG,2018-05-01,3.30657619047619,4.877304457772393,-1.5707282672962029
expanding,1,Lasso,NEG,2018-06-01,3.4621947368421053,4.462481740742889,-1.0002870039007834
expanding,1,Lasso,NEG,2018-07-01,3.6392136363636367,4.945792013557042,-1.306578377193405
expanding,1,Lasso,NEG,2018-08-01,3.934538095238095,5.32988928847704,-1.395351193238945
expanding,1,Lasso,NEG,2018-09-01,4.20315,4.986455084509074,-0.7833050845090739
expanding,1,Lasso,NEG,2018-10-01,4.641321739130435,5.29298437409045,-0.6516626349600152
expanding,1,Lasso,NEG,2018-11-01,4.782921052631579,5.104643269618079,-0.32172221698650016
expanding,1,Lasso,NEG,2018-12-01,4.948788235294118,4.629675234696138,0.3191130005979801
expanding,1,Lasso,NEG,2019-01-01,5.096627272727273,4.3936713775653695,0.702955895161903
expanding,1,Lasso,NEG,2019-02-01,5.116333333333333,4.576468569124012,0.5398647642093213
expanding,1,Lasso,NEG,2019-03-01,5.169666666666667,4.324399584563355,0.8452670821033124
expanding,1,Lasso,NEG,2019-04-01,5.220527777777778,4.33880352970956,0.8817242480682177
expanding,1,Lasso,NEG,2019-05-01,5.035757142857143,4.322352095160099,0.7134050476970444
expanding,1,Lasso,NEG,2019-06-01,4.934044444444444,4.448245428912577,0.48579901553186744
expanding,1,Lasso,NEG,2019-07-01,4.7935,4.362648427925259,0.430851572074741
expanding,1,Lasso,NEG,2019-08-01,4.410036842105264,4.249818310562745,0.16021853154251886
expanding,1,Lasso,NEG,2019-09-01,4.32444761904762,3.8543685679617115,0.47007905108590897
expanding,1,Lasso,NEG,2019-10-01,4.088347826086957,3.6263241000998425,0.4620237259871143
expanding,1,Lasso,NEG,2019-11-01,4.01318,3.4118116235026985,0.6013683764973017
expanding,1,Lasso,NEG,2019-12-01,3.979216666666667,3.635356231417627,0.34386043524903975
expanding,1,Lasso,None,2016-01-01,2.52504,3.4289302575945206,-0.9038902575945205
expanding,1,Lasso,None,2016-02-01,2.5197684210526314,3.624478963238981,-1.1047105421863495
expanding,1,Lasso,None,2016-03-01,2.528319047619048,3.1808755405270146,-0.6525564929079666
expanding,1,Lasso,None,2016-04-01,2.523847619047619,3.6388602119792095,-1.1150125929315906
expanding,1,Lasso,None,2016-05-01,2.525338095238096,3.9167797950653505,-1.3914416998272543
expanding,1,Lasso,None,2016-06-01,2.51565,4.2887902650621434,-1.7731402650621435
expanding,1,Lasso,None,2016-07-01,2.5214052631578947,3.6473572442239948,-1.1259519810661
expanding,1,Lasso,None,2016-08-01,2.517215,3.3691743271551307,-0.8519593271551305
expanding,1,Lasso,None,2016-09-01,2.514826315789474,3.409511733409132,-0.8946854176196579
expanding,1,Lasso,None,2016-10-01,2.5058625,3.4860695117682825,-0.9802070117682824
expanding,1,Lasso,None,2016-11-01,2.5015650000000003,3.5504226207313545,-1.0488576207313542
expanding,1,Lasso,None,2016-12-01,2.518775,3.9540808192530994,-1.4353058192530992
expanding,1,Lasso,None,2017-01-01,2.527788888888889,3.9259971933242075,-1.3982083044353186
expanding,1,Lasso,None,2017-02-01,2.51759375,3.9859580932466345,-1.4683643432466345
expanding,1,Lasso,None,2017-03-01,2.535536363636364,4.230634535922697,-1.6950981722863325
expanding,1,Lasso,None,2017-04-01,2.5772411764705883,4.182342586644084,-1.6051014101734955
expanding,1,Lasso,None,2017-05-01,2.57815,3.4170039296875045,-0.8388539296875046
expanding,1,Lasso,None,2017-06-01,2.5543,3.6957707436597382,-1.1414707436597382
expanding,1,Lasso,None,2017-07-01,2.5655,3.0835558629954605,-0.5180558629954604
expanding,1,Lasso,None,2017-08-01,2.553335294117648,2.758635623312527,-0.20530032919487873
expanding,1,Lasso,None,2017-09-01,2.5712,3.5990150533069976,-1.0278150533069974
expanding,1,Lasso,None,2017-10-01,2.65784,3.3303724815875344,-0.6725324815875342
expanding,1,Lasso,None,2017-11-01,2.69046,4.01330290795315,-1.3228429079531505
expanding,1,Lasso,None,2017-12-01,3.0855473684210524,4.163330560023176,-1.0777831916021232
expanding,1,Lasso,None,2018-01-01,3.0982380952380955,4.2370312008451,-1.1387931056070042
expanding,1,Lasso,None,2018-02-01,3.075673684210526,4.219347248311028,-1.1436735641005016
expanding,1,Lasso,None,2018-03-01,3.065655,4.3773784338115185,-1.3117234338115185
expanding,1,Lasso,None,2018-04-01,3.15159,4.289267187198605,-1.1376771871986047
expanding,1,Lasso,None,2018-05-01,3.30657619047619,4.870818254760342,-1.5642420642841515
expanding,1,Lasso,None,2018-06-01,3.4621947368421053,4.504406334279258,-1.0422115974371526
expanding,1,Lasso,None,2018-07-01,3.6392136363636367,4.947230295086933,-1.3080166587232962
expanding,1,Lasso,None,2018-08-01,3.934538095238095,5.287545955548825,-1.3530078603107296
expanding,1,Lasso,None,2018-09-01,4.20315,4.950666211279139,-0.7475162112791391
expanding,1,Lasso,None,2018-10-01,4.641321739130435,5.305526838839886,-0.6642050997094513
expanding,1,Lasso,None,2018-11-01,4.782921052631579,5.1102355803568775,-0.32731452772529845
expanding,1,Lasso,None,2018-12-01,4.948788235294118,4.6701080192053634,0.2786802160887545
expanding,1,Lasso,None,2019-01-01,5.096627272727273,4.359288853730659,0.7373384189966137
expanding,1,Lasso,None,2019-02-01,5.116333333333333,4.621312779149829,0.49502055418350466
expanding,1,Lasso,None,2019-03-01,5.169666666666667,4.3271634855531005,0.8425031811135666
expanding,1,Lasso,None,2019-04-01,5.220527777777778,4.369905732916213,0.8506220448615647
expanding,1,Lasso,None,2019-05-01,5.035757142857143,4.313550496917319,0.7222066459398242
expanding,1,Lasso,None,2019-06-01,4.934044444444444,4.435512316972836,0.49853212747160836
expanding,1,Lasso,None,2019-07-01,4.7935,4.382758444389722,0.4107415556102776
expanding,1,Lasso,None,2019-08-01,4.410036842105264,4.22786591244972,0.18217092965554382
expanding,1,Lasso,None,2019-09-01,4.32444761904762,3.9001402564022367,0.4243073626453837
expanding,1,Lasso,None,2019-10-01,4.088347826086957,3.6467253146064267,0.4416225114805301
expanding,1,Lasso,None,2019-11-01,4.01318,3.4363887584617996,0.5767912415382006
expanding,1,Lasso,None,2019-12-01,3.979216666666667,3.6819172761765184,0.2972993904901484
