window_scheme,horizon_h,model,tone_spec,n_common,MSFE_none,MSFE_tone,MSFE_gain,CW_stat,CW_p_one_sided,DM_stat,DM_p_two_sided
rolling,5,Ridge,ToneMean,46,0.470347187371135,0.4402052960039661,0.030141891367168938,2.421268797698896,0.007733218035241518,2.309672015690405,0.02090631924343156
rolling,5,SVR,NEG,46,0.3879912645465513,0.44135863382268975,-0.05336736927613844,-1.2209376272494594,0.8889451817469753,-1.5485688574719834,0.12148539712581363
rolling,5,SVR,POSNEG,46,0.3879912645465513,0.5218503222215769,-0.1338590576750256,-1.38298492205861,0.9166652554067903,-1.490971750753053,0.13596891176982195
rolling,5,SVR,ToneMean,46,0.3879912645465513,0.43502742534642164,-0.04703616079987033,-0.8539068525547233,0.8034216987942919,-1.0957664692968385,0.2731809857676337
rolling,6,ElasticNet,NEG,45,0.4576285030147865,0.4596581334349607,-0.0020296304201741777,-0.09273132401617233,0.5369414943723849,-0.24030128356581662,0.8100967000201056
rolling,6,ElasticNet,POSNEG,45,0.4576285030147865,0.44268708008353064,0.014941422931255888,2.093853053217735,0.01813653621436384,0.716872034564419,0.47345305893495904
rolling,6,ElasticNet,ToneMean,45,0.4576285030147865,0.4258179069346104,0.03181059608017611,2.946704557939339,0.001605899536186839,2.7880732866038076,0.005302254751499147
rolling,6,Lasso,NEG,45,0.4789864565158347,0.48149068421382013,-0.0025042276979854172,-0.2118498135319376,0.5838878975848596,-0.3165894137408829,0.7515551695134459
rolling,6,Lasso,POSNEG,45,0.4789864565158347,0.4612810558942265,0.01770540062160819,2.1302268189052254,0.016576445967162456,0.8477707025642329,0.39656568223917144
rolling,6,Lasso,ToneMean,45,0.4789864565158347,0.4467919408492316,0.03219451566660314,2.9428386231442287,0.0016260894906580114,2.7769864698758937,0.005486546283447469
rolling,6,OLS,NEG,45,0.4285860493538861,0.43021686120092695,-0.0016308118470408361,0.01477554884377114,0.49410562332448205,-0.1782468086705778,0.858529150274157
rolling,6,OLS,POSNEG,45,0.4285860493538861,0.416689753387775,0.011896295966111137,2.089981218670674,0.018309743427346037,0.6029247837656889,0.5465587277717336
rolling,6,OLS,ToneMean,45,0.4285860493538861,0.39799830405347547,0.03058774530041064,2.9725431288204316,0.0014767185644750658,2.760319504636052,0.0057744856779158305
rolling,6,Ridge,NEG,45,0.4441675058590764,0.44591249279232487,-0.0017449869332484824,-0.005227697604314566,0.5020855401042843,-0.1949709522967809,0.845415687914844
rolling,6,Ridge,POSNEG,45,0.4441675058590764,0.43087686445429907,0.013290641404777315,2.0893467471863847,0.018338260589492505,0.649610913276577,0.5159435819037161
rolling,6,Ridge,ToneMean,45,0.4441675058590764,0.4117856904221971,0.03238181543687929,2.978486619926436,0.001448378383768767,2.806400202741379,0.005009842819394317
rolling,6,SVR,NEG,45,0.3702668905543523,0.4173610543348174,-0.047094163780465104,-1.2395791044810487,0.8924344433387688,-1.5736039691706223,0.11557903506785872
rolling,6,SVR,POSNEG,45,0.3702668905543523,0.5045473882021104,-0.13428049764775812,-1.5197649475834571,0.9357149691275329,-1.5927926732742805,0.11120670931963139
rolling,6,SVR,ToneMean,45,0.3702668905543523,0.43242654613122494,-0.06215965557687264,-1.2775906211474388,0.899303095384105,-1.453701199545875,0.14602916548140676
