window_scheme,horizon_h,model,tone_spec,n_common,MSFE_none,MSFE_tone,MSFE_gain,CW_stat,CW_p_one_sided,DM_stat,DM_p_two_sided
expanding,6,ElasticNet,ToneMean,45,0.5988539948706123,0.6567762975887076,-0.057922302718095287,-2.0701468460612698,0.9807807024471218,-2.775337780043856,0.005514440170011126
expanding,6,Lasso,NEG,45,0.5991778813779821,0.6000289307099624,-0.0008510493319803247,-1.0447113202977696,0.8519217943839115,-1.0630829969151268,0.2877443144929259
expanding,6,Lasso,POSNEG,45,0.5991778813779821,0.8301262721030066,-0.2309483907250245,-1.8386437150232073,0.9670161964810238,-2.824569486902772,0.004734418129551221
expanding,6,Lasso,ToneMean,45,0.5991778813779821,0.6555546678796031,-0.056376786501621035,-2.024581882907188,0.9785448419331337,-2.727292714267188,0.006385636443085652
expanding,6,OLS,NEG,45,0.6005372131994804,0.6018009483720307,-0.0012637351725502954,-0.9405854527892257,0.8265413301788564,-0.9852906395487807,0.3244813292454012
expanding,6,OLS,POSNEG,45,0.6005372131994804,0.8420791807173609,-0.24154196751788048,-1.7617001598482958,0.9609400145799548,-2.7452713626025016,0.006046088061006705
expanding,6,OLS,ToneMean,45,0.6005372131994804,0.6579865062403102,-0.057449293040829796,-2.027542202737522,0.9786965034980999,-2.7400613629386923,0.006142771459333396
expanding,6,Ridge,NEG,45,0.5987592908315337,0.5999432734133124,-0.0011839825817787641,-0.7895137236862295,0.7850940940427651,-0.8361995723894976,0.40304263894333525
expanding,6,Ridge,POSNEG,45,0.5987592908315337,0.841982576232945,-0.24322328540141136,-1.800272085367868,0.9640911568102885,-2.78924275723431,0.005283144809469231
expanding,6,Ridge,ToneMean,45,0.5987592908315337,0.6577310397276352,-0.05897174889610157,-2.081166476059705,0.9812906645552593,-2.7945227506680053,0.005197638341905009
expanding,6,SVR,NEG,45,0.3056030931804504,0.3885099202267838,-0.0829068270463334,-0.8889610763203161,0.8129880004890329,-1.7874579190129802,0.07386350764200933
expanding,6,SVR,POSNEG,45,0.3056030931804504,0.46227454844376004,-0.1566714552633096,0.303536816656668,0.38074039721079456,-2.0278559014569737,0.042574957013416626
expanding,6,SVR,ToneMean,45,0.3056030931804504,0.3791379204490728,-0.07353482726862237,0.2572613753735961,0.3984885035838902,-1.3972609329939707,0.1623351192330884
rolling,1,ElasticNet,NEG,48,0.5044791468026361,0.5014109814339928,0.003068165368643294,0.80917323608444,0.20920775365000055,0.6211321197839634,0.5345126972731766
rolling,1,ElasticNet,POSNEG,48,0.5044791468026361,0.5014223361924844,0.003056810610151617,0.3783255128365798,0.3525943974632515,0.07608146546483963,0.9393542858128621
rolling,1,ElasticNet,ToneMean,48,0.5044791468026361,0.48131002860740196,0.023169118195234095,1.3202929536898838,0.09336861362631566,1.162512322773382,0.24502742213798867
rolling,1,Lasso,NEG,48,0.5140353024890401,0.5109343125326705,0.0031009899563695376,0.8541137973348234,0.19652096991022383,0.6893602020567917,0.49059662159895123
rolling,1,Lasso,POSNEG,48,0.5140353024890401,0.5114241281046485,0.0026111743843915125,0.34181309438777085,0.366245777304824,0.06860917851790979,0.9453007126846289
rolling,1,Lasso,ToneMean,48,0.5140353024890401,0.4919468340760897,0.02208846841295037,1.2644858823556298,0.10302784237233364,1.1183441973563406,0.26342001734833165
rolling,1,OLS,NEG,48,0.49234431427312425,0.48878166059471756,0.003562653678406691,0.8831240176073711,0.18858463440500306,0.6699829763154346,0.5028686424135185
rolling,1,OLS,POSNEG,48,0.49234431427312425,0.49098803431819915,0.0013562799549250992,0.36589690564604826,0.3572210027174145,0.032343826176213064,0.9741978592376677
rolling,1,OLS,ToneMean,48,0.49234431427312425,0.4685664415305382,0.023777872742586026,1.372092859629777,0.08501726601128179,1.1953503675442383,0.23195016860862916
rolling,1,Ridge,NEG,48,0.4982186339938754,0.4940256247732249,0.004193009220650468,0.9708112133174779,0.1658211488181781,0.7674168724897092,0.4428336999944582
rolling,1,Ridge,POSNEG,48,0.4982186339938754,0.49515439858874827,0.0030642354051271248,0.4042898210095651,0.342999804891847,0.07208383841336644,0.9425351878416743
rolling,1,Ridge,ToneMean,48,0.4982186339938754,0.47345769791462794,0.024760936079247453,1.3912704743737832,0.082071711812433,1.2148655766441032,0.22441736477676422
rolling,1,SVR,NEG,48,0.4696143641239865,0.49829801133648743,-0.02868364721250094,-0.5941010985361486,0.7237777519058538,-1.1592130383504087,0.246369358110464
rolling,1,SVR,POSNEG,48,0.4696143641239865,0.5906614815797631,-0.12104711745577657,-1.4170970471764186,0.9217727221196176,-1.6622614679110672,0.0964603601049987
rolling,1,SVR,ToneMean,48,0.4696143641239865,0.5116117682335174,-0.0419974041095309,-1.2255008362508693,0.8898067123999676,-1.596050701049024,0.1104774740673573
rolling,2,ElasticNet,NEG,48,0.4948965373500185,0.49253608423613576,0.002360453113882721,0.6229857291166652,0.2666469499359818,0.48920390144961395,0.6246973476960507
rolling,2,ElasticNet,POSNEG,48,0.4948965373500185,0.49574529051422606,-0.0008487531642075719,0.28237263437545407,0.38882889808130217,-0.02025549620815846,0.9838395573765397
rolling,2,ElasticNet,ToneMean,48,0.4948965373500185,0.4730937422046207,0.02180279514539779,1.1014994691365425,0.13533966770607764,0.9523685870186519,0.340910084816199
