window_scheme,horizon_h,model,tone_spec,n_common,rmse_none_aligned,rmse_aligned,mae_none_aligned,mae_aligned,pct_dRMSE_vs_none
expanding,6,ElasticNet,POSNEG,45,0.7738565725446882,0.9146730618602668,0.6082080289983645,0.7290966886989434,-18.196716847997923
expanding,6,ElasticNet,ToneMean,45,0.7738565725446882,0.8104173601229848,0.6082080289983645,0.639326525524072,-4.724491446531628
expanding,6,Lasso,NEG,45,0.7740658120457085,0.7746153437093551,0.6086516481815856,0.6085890788346554,-0.07099288653433455
expanding,6,Lasso,None,45,0.7740658120457085,0.7740658120457085,0.6086516481815856,0.6086516481815856,
expanding,6,Lasso,POSNEG,45,0.7740658120457085,0.9111126560985785,0.6086516481815856,0.726433474981701,-17.704805188422075
expanding,6,Lasso,ToneMean,45,0.7740658120457085,0.8096633052569464,0.6086516481815856,0.6385985646090342,-4.5987683033256
expanding,6,OLS,NEG,45,0.7749433612848622,0.7757583053838552,0.6058077478753862,0.6062429139967349,-0.10516176274376762
expanding,6,OLS,None,45,0.7749433612848622,0.7749433612848622,0.6058077478753862,0.6058077478753862,
expanding,6,OLS,POSNEG,45,0.7749433612848622,0.9176487240318928,0.6058077478753862,0.7289878004530598,-18.414940997807115
expanding,6,OLS,ToneMean,45,0.7749433612848622,0.8111636741375382,0.6058077478753862,0.6364692168771245,-4.67393033635677
expanding,6,Ridge,NEG,45,0.7737953804666539,0.7745600515217089,0.6052213734013541,0.6053130756419106,-0.09882083485609787
expanding,6,Ridge,None,45,0.7737953804666539,0.7737953804666539,0.6052213734013541,0.6052213734013541,
expanding,6,Ridge,POSNEG,45,0.7737953804666539,0.9175960855588613,0.6052213734013541,0.7295116688092587,-18.583815401622758
expanding,6,Ridge,ToneMean,45,0.7737953804666539,0.8110061896974864,0.6052213734013541,0.6373018014197616,-4.808869394954485
expanding,6,SVR,NEG,45,0.5528137961198603,0.6233056394954114,0.4042402684832704,0.4512132759812013,-12.75146240385564
expanding,6,SVR,None,45,0.5528137961198603,0.5528137961198603,0.4042402684832704,0.4042402684832704,
expanding,6,SVR,POSNEG,45,0.5528137961198603,0.6799077499512416,0.4042402684832704,0.48729167821192193,-22.990373019530253
